HUC8,HUC4,Region,triplet1,triplet2,triplet3,triplet1last,triplet2last,triplet3last,BCG,BCG1,BCG2,BCG3,HUC8scenario,tripletscenario,HUC4scenario,HUC8area,HUC4area,tripletarea,HUC8states,triplestates,HUC4states
1070005,107,NE,1070005,1070004,1070006,0005,0004,0006,5,5,4,6,3,3,3,400.2,5005.2,2733,Massachusetts,Massachusetts and New Hampshire,Massachusetts and New Hampshire
1070006,107,NE,1070006,1070005,1070004,0006,0005,0004,6,6,5,4,3,3,3,1800.3,5005.2,2733,Massachusetts and New Hampshire,Massachusetts and New Hampshire,Massachusetts and New Hampshire
1080101,108,NE,1080101,1080102,1080103,0101,0102,0103,4,4,3,4,2,3,3,1429.8,11265,2861.8,"Maine, New Hampshire, Vermont, and Canada","Maine, New Hampshire, Vermont, and Canada","Connecticut, Maine, New Hampshire, Vermont, and Canada"
1080102,108,NE,1080102,1080103,1080104,0102,0103,0104,3,3,4,4,1,3,3,504.1,11265,1949.2,New Hampshire and Vermont,New Hampshire and Vermont,"Connecticut, Maine, New Hampshire, Vermont, and Canada"
1080103,108,NE,1080103,1080104,1080105,0103,0104,0105,4,4,4,3,2,3,3,927.9,11265,2157,New Hampshire and Vermont,New Hampshire and Vermont,"Connecticut, Maine, New Hampshire, Vermont, and Canada"
1080104,108,NE,1080104,1080105,1080106,0104,0105,0106,4,4,3,4,2,3,3,517.2,11265,2550.8,New Hampshire and Vermont,New Hampshire and Vermont,"Connecticut, Maine, New Hampshire, Vermont, and Canada"
1080105,108,NE,1080105,1080104,1080106,0105,0104,0106,3,3,4,4,1,3,3,711.9,11265,2550.8,Vermont,New Hampshire and Vermont,"Connecticut, Maine, New Hampshire, Vermont, and Canada"
1080106,108,NE,1080106,1080105,1080107,0106,0105,0107,4,4,3,4,2,3,3,1321.7,11265,2882.7,New Hampshire and Vermont,New Hampshire and Vermont,"Connecticut, Maine, New Hampshire, Vermont, and Canada"
1080107,108,NE,1080107,1080106,1080105,0107,0106,0105,4,4,4,3,2,3,3,849.1,11265,2882.7,New Hampshire and Vermont,New Hampshire and Vermont,"Connecticut, Maine, New Hampshire, Vermont, and Canada"
1080201,108,NE,1080201,1080202,1080203,0201,0202,0203,5,5,5,4,3,3,3,1018,11265,2070.5,"Massachusetts, New Hampshire, and Vermont","Massachusetts, New Hampshire, and Vermont","Connecticut, Maine, New Hampshire, Vermont, and Canada"
1080202,108,NE,1080202,1080201,1080204,0202,0201,0204,5,5,5,4,3,3,3,389.1,11265,2129.7,Massachusetts and New Hampshire,"Massachusetts, New Hampshire, and Vermont","Connecticut, Maine, New Hampshire, Vermont, and Canada"
1080203,108,NE,1080203,1080201,1080206,0203,0201,0206,4,4,5,3,2,3,3,663.4,11265,2200.1,Massachusetts and Vermont,"Connecticut, Massachusetts, New Hampshire, and Vermont","Connecticut, Maine, New Hampshire, Vermont, and Canada"
1080204,108,NE,1080204,1080201,1080206,0204,0201,0206,4,4,5,3,2,3,3,722.6,11265,2259.3,Massachusetts,"Connecticut, Massachusetts, New Hampshire, and Vermont","Connecticut, Maine, New Hampshire, Vermont, and Canada"
1080205,108,NE,1080205,1080206,1080207,0205,0206,0207,4,4,3,4,2,3,3,1084.7,11265,2210.2,Connecticut and Massachusetts,Connecticut and Massachusetts,"Connecticut, Maine, New Hampshire, Vermont, and Canada"
1080206,108,NE,1080206,1080205,1080207,0206,0205,0207,3,3,4,4,1,3,3,518.7,11265,2210.2,Connecticut and Massachusetts,Connecticut and Massachusetts,"Connecticut, Maine, New Hampshire, Vermont, and Canada"
1080207,108,NE,1080207,1080206,1080205,0207,0206,0205,4,4,3,4,2,3,3,606.8,11265,2210.2,Connecticut and Massachusetts,Connecticut and Massachusetts,"Connecticut, Maine, New Hampshire, Vermont, and Canada"
1090001,109,NE,1090001,1090003,1090004,0001,0003,0004,4,4,5,5,2,3,3,1493.3,7405.4,3451.5,Massachusetts,Massachusetts and Rhode Island,"Connecticut, Massachusetts, and Rhode Island"
1090003,109,NE,1090003,1090004,1090005,0003,0004,0005,5,5,5,4,3,3,3,474.3,7405.4,2505.4,Massachusetts and Rhode Island,"Connecticut, Massachusetts, and Rhode Island","Connecticut, Massachusetts, and Rhode Island"
1090004,109,NE,1090004,1090001,1090003,0004,0001,0003,5,5,4,5,3,3,3,1483.9,7405.4,3451.5,Massachusetts and Rhode Island,Massachusetts and Rhode Island,"Connecticut, Massachusetts, and Rhode Island"
1090005,109,NE,1090005,1090003,1090004,0005,0003,0004,4,4,5,5,2,3,3,547.2,7405.4,2505.4,Connecticut and Rhode Island,"Connecticut, Massachusetts, and Rhode Island","Connecticut, Massachusetts, and Rhode Island"
2020001,202,NE,2020001,2020002,2020003,0001,0002,0003,2,2,2,3,1,3,2,1663.8,12665,4624.4,New York,"Massachusetts, New York, and Vermont","Massachusetts, New Jersey, New York, and Vermont"
2020002,202,NE,2020002,2020001,2020004,0002,0001,0004,2,2,2,3,1,3,2,1054.7,12665,5269.5,New York,New York,"Massachusetts, New Jersey, New York, and Vermont"
2020003,202,NE,2020003,2020002,2020001,0003,0002,0001,3,3,2,2,1,3,2,1905.9,12665,4624.4,"Massachusetts, New York, and Vermont","Massachusetts, New York, and Vermont","Massachusetts, New Jersey, New York, and Vermont"
2020004,202,NE,2020004,2020002,2020005,0004,0002,0005,3,3,2,3,1,3,2,2551,12665,4533.8,New York,New York,"Massachusetts, New Jersey, New York, and Vermont"
2020005,202,NE,2020005,2020004,2020006,0005,0004,0006,3,3,3,3,1,1,2,928.1,12665,5908.4,New York,Massachusetts and New York,"Massachusetts, New Jersey, New York, and Vermont"
2020006,202,NE,2020006,2020003,2020008,0006,0003,0008,3,3,3,3,1,1,2,2429.3,12665,5279.1,Massachusetts and New York,"Massachusetts, New York, and Vermont","Massachusetts, New Jersey, New York, and Vermont"
2020008,202,NE,2020008,2020006,2020007,0008,0006,0007,3,3,3,3,1,1,2,943.9,12665,4561.5,New York,"Massachusetts, New Jersey, and New York","Massachusetts, New Jersey, New York, and Vermont"
2020007,202,NE,2020007,2020006,2020008,0007,0006,0008,3,3,3,3,1,1,2,1188.3,12665,4561.5,New Jersey and New York,"Massachusetts, New Jersey, and New York","Massachusetts, New Jersey, New York, and Vermont"
4140101,414,NE,4140101,4140102,4140203,0101,0102,0203,4,4,2,4,2,3,3,696.5,6780.4,1822.7,New York,New York,New York
4140102,414,NE,4140102,4140202,4140203,0102,0202,0203,2,2,3,4,1,3,3,980.8,6780.4,2624,New York,New York,New York
4140201,414,NE,4140201,4140101,4140203,0201,0101,0203,3,3,4,4,1,3,3,3459.9,6780.4,4301.8,New York,New York,New York
4140202,414,NE,4140202,4140203,4140201,0202,0203,0201,3,3,4,3,1,3,3,1497.8,6780.4,5103.1,New York,New York,New York
4140203,414,NE,4140203,4140101,4140201,0203,0101,0201,4,4,4,3,2,3,3,145.4,6780.4,4301.8,New York,New York,New York
4150101,415,NE,4150101,4150302,4150303,0101,0302,0303,3,3,3,4,1,3,3,1906.9,33773.8,3519.5,New York,New York,"Maine, New Hampshire, New York, Vermont, and Canada"
4150102,415,NE,4150102,4150303,4150309,0102,0303,0309,3,3,4,3,1,3,3,317.5,33773.8,2350.3,New York,New York and Canada,"Maine, New Hampshire, New York, Vermont, and Canada"
4150302,415,NE,4150302,4150303,4150304,0302,0303,0304,3,3,4,3,1,3,3,1050.1,33773.8,2253.3,New York,New York,"Maine, New Hampshire, New York, Vermont, and Canada"
4150303,415,NE,4150303,4150102,4150302,0303,0102,0302,4,4,3,3,2,3,3,562.5,33773.8,1930.1,New York,New York,"Maine, New Hampshire, New York, Vermont, and Canada"
4150304,415,NE,4150304,4150302,4150305,0304,0302,0305,3,3,3,3,1,1,3,640.7,33773.8,2950.1,New York,New York,"Maine, New Hampshire, New York, Vermont, and Canada"
4150305,415,NE,4150305,4150306,4150304,0305,0306,0304,3,3,3,3,1,1,3,1259.3,33773.8,2754.3,New York,New York,"Maine, New Hampshire, New York, Vermont, and Canada"
4150306,415,NE,4150306,4150307,4150305,0306,0307,0305,3,3,3,3,1,1,3,854.3,33773.8,2526.2,New York,New York and Canada,"Maine, New Hampshire, New York, Vermont, and Canada"
4150307,415,NE,4150307,4150306,4150308,0307,0306,0308,3,3,3,2,1,3,3,412.6,33773.8,2417.5,New York and Canada,New York and Canada,"Maine, New Hampshire, New York, Vermont, and Canada"
4150308,415,NE,4150308,4150307,4150310,0308,0307,0310,2,2,3,3,1,3,3,1150.6,33773.8,2942.3,New York and Canada,New York and Canada,"Maine, New Hampshire, New York, Vermont, and Canada"
4150309,415,NE,4150309,4150102,4150303,0309,0102,0303,3,3,3,4,1,3,3,1470.3,33773.8,2350.3,New York and Canada,New York and Canada,"Maine, New Hampshire, New York, Vermont, and Canada"
4150310,415,NE,4150310,4150308,4150307,0310,0308,0307,3,3,2,3,1,3,3,1379.1,33773.8,2942.3,New York and Canada,New York and Canada,"Maine, New Hampshire, New York, Vermont, and Canada"
4150401,415,NE,4150401,4150402,4150408,0401,0402,0408,3,3,3,3,1,1,3,687.4,33773.8,4432.7,New York and Vermont,"New York, Vermont, and Canada","Maine, New Hampshire, New York, Vermont, and Canada"
4150402,415,NE,4150402,4150403,4150408,0402,0403,0408,3,3,3,3,1,1,3,943.2,33773.8,4808.5,Vermont,"New York, Vermont, and Canada","Maine, New Hampshire, New York, Vermont, and Canada"
4150403,415,NE,4150403,4150405,4150407,0403,0405,0407,3,3,6,3,1,3,3,1063.2,33773.8,2640,Vermont,Vermont and Canada,"Maine, New Hampshire, New York, Vermont, and Canada"
4150404,415,NE,4150404,4150406,4150408,0404,0406,0408,2,2,2,3,1,3,3,514.9,33773.8,3930.2,New York,"New York, Vermont, and Canada","Maine, New Hampshire, New York, Vermont, and Canada"
4150405,415,NE,4150405,4150403,4150407,0405,0403,0407,6,6,3,3,3,3,3,721.3,33773.8,2640,Vermont,Vermont and Canada,"Maine, New Hampshire, New York, Vermont, and Canada"
4150406,415,NE,4150406,4150404,4150408,0406,0404,0408,2,2,2,3,1,3,3,613.2,33773.8,3930.2,New York,"New York, Vermont, and Canada","Maine, New Hampshire, New York, Vermont, and Canada"
4150407,415,NE,4150407,4150405,4150408,0407,0405,0408,3,3,6,3,1,3,3,855.5,33773.8,4378.9,Vermont and Canada,"New York, Vermont, and Canada","Maine, New Hampshire, New York, Vermont, and Canada"
4150408,415,NE,4150408,4150406,4150409,0408,0406,0409,3,3,2,2,1,3,3,2802.1,33773.8,4401.3,"New York, Vermont, and Canada","New York, Vermont, and Canada","Maine, New Hampshire, New York, Vermont, and Canada"
4150409,415,NE,4150409,4150406,4150408,0409,0406,0408,2,2,2,3,1,3,3,986,33773.8,4401.3,"New York, Vermont, and Canada","New York, Vermont, and Canada","Maine, New Hampshire, New York, Vermont, and Canada"
4150500,415,NE,4150500,4150407,4150600,0500,0407,0600,3,3,3,3,1,1,3,3085.7,33773.8,6530.8,"Maine, New Hampshire, Vermont, and Canada","Maine, New Hampshire, Vermont, and Canada","Maine, New Hampshire, New York, Vermont, and Canada"
4150600,415,NE,4150600,4150407,4150500,0600,0407,0500,3,3,3,3,1,1,3,2589.6,33773.8,6530.8,"Maine, New Hampshire, Vermont, and Canada","Maine, New Hampshire, Vermont, and Canada","Maine, New Hampshire, New York, Vermont, and Canada"
10020001,1002,NW,10020001,10020002,10020003,0001,0002,0003,5,5,6,3,3,3,3,2314.1,14035,4782.2,Idaho and Montana,Idaho and Montana,"Idaho, Montana, and Wyoming"
10020002,1002,NW,10020002,10020001,10020003,0002,0001,0003,6,6,5,3,3,3,3,1502.3,14035,4782.2,Idaho and Montana,Idaho and Montana,"Idaho, Montana, and Wyoming"
10020003,1002,NW,10020003,10020002,10020001,0003,0002,0001,3,3,6,5,1,3,3,965.8,14035,4782.2,Idaho and Montana,Idaho and Montana,"Idaho, Montana, and Wyoming"
10020004,1002,NW,10020004,10020002,10020003,0004,0002,0003,3,3,6,3,1,3,3,2790.9,14035,5259,Idaho and Montana,Idaho and Montana,"Idaho, Montana, and Wyoming"
10020005,1002,NW,10020005,10020006,10020007,0005,0006,0007,3,3,4,4,1,3,3,1299.9,14035,4614.6,Montana,"Idaho, Montana, and Wyoming","Idaho, Montana, and Wyoming"
10020007,1002,NW,10020007,10020006,10020005,0007,0006,0005,4,4,4,3,2,3,3,2555.8,14035,4614.6,"Idaho, Montana, and Wyoming","Idaho, Montana, and Wyoming","Idaho, Montana, and Wyoming"
10020006,1002,NW,10020006,10020005,10020004,0006,0005,0004,4,4,3,3,2,3,3,758.9,14035,4849.7,Montana,"Idaho, Montana, and Wyoming","Idaho, Montana, and Wyoming"
10020008,1002,NW,10020008,10020007,10020003,0008,0007,0003,4,4,4,3,2,3,3,1847.4,14035,5369,Montana and Wyoming,"Idaho, Montana, and Wyoming","Idaho, Montana, and Wyoming"
17010101,1701,NW,17010101,17010102,17010103,0101,0102,0103,3,3,3,2,1,3,3,3682.3,44234.8,5316.8,"Idaho, Montana, and Canada","Idaho, Montana, and Canada","Idaho, Montana, Washington, and Canada"
17010102,1701,NW,17010102,17010101,17010103,0102,0101,0103,3,3,3,2,1,3,3,842.8,44234.8,5316.8,"Idaho, Montana, and Canada","Idaho, Montana, and Canada","Idaho, Montana, Washington, and Canada"
17010103,1701,NW,17010103,17010102,17010101,0103,0102,0101,2,2,3,3,1,3,3,791.7,44234.8,5316.8,"Idaho, Montana, and Canada","Idaho, Montana, and Canada","Idaho, Montana, Washington, and Canada"
17010105,1701,NW,17010105,17010103,17010104,0105,0103,0104,2,2,2,3,1,3,3,784.4,44234.8,5321.3,"Idaho, Montana, and Canada","Idaho, Montana, and Canada","Idaho, Montana, Washington, and Canada"
17010104,1701,NW,17010104,17010103,17010105,0104,0103,0105,3,3,2,2,1,3,3,3745.2,44234.8,5321.3,"Idaho, Montana, and Canada","Idaho, Montana, and Canada","Idaho, Montana, Washington, and Canada"
17010202,1701,NW,17010202,17010203,17010205,0202,0203,0205,3,3,4,3,1,3,3,1819.6,44234.8,6990.2,Montana,Idaho and Montana,"Idaho, Montana, Washington, and Canada"
17010203,1701,NW,17010203,17010202,17010209,0203,0202,0209,4,4,3,3,2,3,3,2312.8,44234.8,5808.3,Montana,Montana,"Idaho, Montana, Washington, and Canada"
17010209,1701,NW,17010209,17010202,17010203,0209,0202,0203,3,3,3,4,1,3,3,1675.9,44234.8,5808.3,Montana,Montana,"Idaho, Montana, Washington, and Canada"
17010204,1701,NW,17010204,17010202,17010205,0204,0202,0205,3,3,3,3,1,1,3,1984.6,44234.8,6662,Idaho and Montana,Idaho and Montana,"Idaho, Montana, Washington, and Canada"
17010205,1701,NW,17010205,17010204,17010212,0205,0204,0212,3,3,3,4,1,3,3,2857.8,44234.8,6851.2,Idaho and Montana,Idaho and Montana,"Idaho, Montana, Washington, and Canada"
17010208,1701,NW,17010208,17010212,17010210,0208,0212,0210,3,3,4,5,1,3,3,1190.9,44234.8,3979,Montana,Montana,"Idaho, Montana, Washington, and Canada"
17010210,1701,NW,17010210,17010212,17010208,0210,0212,0208,5,5,4,3,3,3,3,779.3,44234.8,3979,Montana,Montana,"Idaho, Montana, Washington, and Canada"
17010212,1701,NW,17010212,17010208,17010211,0212,0208,0211,4,4,3,5,2,3,3,2008.8,44234.8,3928.7,Montana,Montana,"Idaho, Montana, Washington, and Canada"
17010211,1701,NW,17010211,17010208,17010212,0211,0208,0212,4,4,3,5,2,3,3,729,44234.8,3928.7,Montana,Montana,"Idaho, Montana, Washington, and Canada"
17010213,1701,NW,17010213,17010204,17010212,0213,0204,0212,3,3,3,4,1,3,3,2336.6,44234.8,6330,Idaho and Montana,Idaho and Montana,"Idaho, Montana, Washington, and Canada"
17010214,1701,NW,17010214,17010215,17010216,0214,0215,0216,3,3,2,3,1,3,3,1212.8,44234.8,3828.1,Idaho and Washington,"Idaho, Washington, and Canada","Idaho, Montana, Washington, and Canada"
17010215,1701,NW,17010215,17010216,17010214,0215,0216,0214,2,2,3,3,1,3,3,981.2,44234.8,3828.1,"Idaho, Washington, and Canada","Idaho, Washington, and Canada","Idaho, Montana, Washington, and Canada"
17010216,1701,NW,17010216,17010214,17010215,0216,0214,0215,3,3,3,2,1,3,3,1634.1,44234.8,3828.1,"Idaho, Washington, and Canada","Idaho, Washington, and Canada","Idaho, Montana, Washington, and Canada"
17010301,1701,NW,17010301,17010302,17010303,0301,0302,0303,3,3,3,3,1,1,3,896.5,44234.8,1854.7,Idaho and Montana,"Idaho, Montana, and Washington","Idaho, Montana, Washington, and Canada"
17010302,1701,NW,17010302,17010301,17010303,0302,0301,0303,3,3,3,3,1,1,3,299,44234.8,1854.7,Idaho and Montana,"Idaho, Montana, and Washington","Idaho, Montana, Washington, and Canada"
17010303,1701,NW,17010303,17010301,17010305,0303,0301,0305,3,3,3,3,1,1,3,659.2,44234.8,2143.8,Idaho and Washington,"Idaho, Montana, and Washington","Idaho, Montana, Washington, and Canada"
17010304,1701,NW,17010304,17010302,17010303,0304,0302,0303,3,3,3,3,1,1,3,1845.8,44234.8,2804,Idaho and Washington,"Idaho, Montana, and Washington","Idaho, Montana, Washington, and Canada"
17010305,1701,NW,17010305,17010303,17010308,0305,0303,0308,3,3,3,3,1,1,3,588.1,44234.8,1956.5,Idaho and Washington,Idaho and Washington,"Idaho, Montana, Washington, and Canada"
17010307,1701,NW,17010307,17010308,17010306,0307,0308,0306,3,3,3,3,1,1,3,893,44234.8,2294.9,Washington,Idaho and Washington,"Idaho, Montana, Washington, and Canada"
17010306,1701,NW,17010306,17010308,17010307,0306,0308,0307,3,3,3,3,1,1,3,692.7,44234.8,2294.9,Idaho and Washington,Idaho and Washington,"Idaho, Montana, Washington, and Canada"
17010308,1701,NW,17010308,17010307,17010305,0308,0307,0305,3,3,3,3,1,1,3,709.2,44234.8,2190.3,Idaho and Washington,Idaho and Washington,"Idaho, Montana, Washington, and Canada"
17070105,1707,NW,17070105,17070106,17070101,0105,0106,0101,3,3,3,6,1,3,3,2157.9,29903.2,6075.5,Oregon and Washington,Oregon and Washington,Oregon and Washington
17070101,1707,NW,17070101,17070106,17070105,0101,0106,0105,3,3,3,6,1,3,3,2565.5,29903.2,6075.5,Oregon and Washington,Oregon and Washington,Oregon and Washington
17070106,1707,NW,17070106,17070105,17070101,0106,0105,0101,6,6,3,3,3,3,3,1352.1,29903.2,6075.5,Washington,Oregon and Washington,Oregon and Washington
17070201,1707,NW,17070201,17070202,17070203,0201,0202,0203,4,4,3,3,2,3,3,2139.1,29903.2,4779.7,Oregon,Oregon,Oregon and Washington
17070203,1707,NW,17070203,17070202,17070201,0203,0202,0201,3,3,3,4,1,3,3,792.2,29903.2,4779.7,Oregon,Oregon,Oregon and Washington
17070202,1707,NW,17070202,17070203,17070204,0202,0203,0204,3,3,3,4,1,3,3,1848.4,29903.2,5789.4,Oregon,Oregon,Oregon and Washington
17070204,1707,NW,17070204,17070203,17070202,0204,0203,0202,4,4,3,3,2,3,3,3148.8,29903.2,5789.4,Oregon,Oregon,Oregon and Washington
17070301,1707,NW,17070301,17070302,17070305,0301,0302,0305,4,4,5,4,2,3,3,2154.3,29903.2,5055.1,Oregon,Oregon,Oregon and Washington
17070302,1707,NW,17070302,17070301,17070305,0302,0301,0305,5,5,4,4,3,3,3,1052.5,29903.2,5055.1,Oregon,Oregon,Oregon and Washington
17070303,1707,NW,17070303,17070305,17070304,0303,0305,0304,4,4,4,4,2,2,3,1530.6,29903.2,4534.9,Oregon,Oregon,Oregon and Washington
17070304,1707,NW,17070304,17070305,17070303,0304,0305,0303,4,4,4,4,2,2,3,1156,29903.2,4534.9,Oregon,Oregon,Oregon and Washington
17070305,1707,NW,17070305,17070306,17070307,0305,0306,0307,4,4,3,4,2,3,3,1848.3,29903.2,4836.3,Oregon,Oregon,Oregon and Washington
17070306,1707,NW,17070306,17070305,17070307,0306,0305,0307,3,3,4,4,1,3,3,2295.8,29903.2,4836.3,Oregon,Oregon,Oregon and Washington
17070307,1707,NW,17070307,17070305,17070306,0307,0305,0306,4,4,4,3,2,3,3,692.2,29903.2,4836.3,Oregon,Oregon,Oregon and Washington
17080001,1708,NW,17080001,17080002,17080003,0001,0002,0003,3,3,3,4,1,3,3,874.3,6224.2,3069.6,Oregon and Washington,Oregon and Washington,Oregon and Washington
17080002,1708,NW,17080002,17080003,17080001,0002,0003,0001,3,3,4,3,1,3,3,1050.8,6224.2,3069.6,Washington,Oregon and Washington,Oregon and Washington
17080003,1708,NW,17080003,17080002,17080001,0003,0002,0001,4,4,3,3,2,3,3,1144.5,6224.2,3069.6,Oregon and Washington,Oregon and Washington,Oregon and Washington
17080004,1708,NW,17080004,17080002,17080005,0004,0002,0005,4,4,3,5,2,3,3,1025.2,6224.2,3527.2,Washington,Washington,Oregon and Washington
17080005,1708,NW,17080005,17080003,17080004,0005,0003,0004,5,5,4,4,3,3,3,1451.2,6224.2,3620.9,Washington,Oregon and Washington,Oregon and Washington
17080006,1708,NW,17080006,17080003,17080005,0006,0003,0005,3,3,4,5,1,3,3,678.2,6224.2,3273.9,Oregon and Washington,Oregon and Washington,Oregon and Washington
17090001,1709,NW,17090001,17090002,17090003,0001,0002,0003,3,3,3,4,1,3,3,1367,11466.8,3906.2,Oregon,Oregon,Oregon
17090002,1709,NW,17090002,17090003,17090004,0002,0003,0004,3,3,4,3,1,3,3,666.5,11466.8,3878.3,Oregon,Oregon,Oregon
17090003,1709,NW,17090003,17090004,17090005,0003,0004,0005,4,4,3,3,2,3,3,1872.7,11466.8,3976,Oregon,Oregon,Oregon
17090004,1709,NW,17090004,17090005,17090006,0004,0005,0006,3,3,3,3,1,1,3,1339.1,11466.8,3144.3,Oregon,Oregon,Oregon
17090005,1709,NW,17090005,17090006,17090007,0005,0006,0007,3,3,3,5,1,3,3,764.2,11466.8,2516.2,Oregon,Oregon,Oregon
17090006,1709,NW,17090006,17090007,17090008,0006,0007,0008,3,3,5,4,1,3,3,1041,11466.8,2523.7,Oregon,Oregon,Oregon
17090007,1709,NW,17090007,17090008,17090009,0007,0008,0009,5,5,4,5,3,3,3,711,11466.8,2358.2,Oregon,Oregon,Oregon
17090008,1709,NW,17090008,17090009,17090010,0008,0009,0010,4,4,5,5,2,3,3,771.7,11466.8,2356.1,Oregon,Oregon,Oregon
17090009,1709,NW,17090009,17090010,17090011,0009,0010,0011,5,5,5,4,3,3,3,875.5,11466.8,2527.1,Oregon,Oregon,Oregon
17090010,1709,NW,17090010,17090011,17090012,0010,0011,0012,5,5,4,4,3,3,3,708.9,11466.8,2058.2,Oregon,Oregon,Oregon
17090011,1709,NW,17090011,17090012,17090010,0011,0012,0010,4,4,4,5,2,3,3,942.7,11466.8,2058.2,Oregon,Oregon,Oregon
17090012,1709,NW,17090012,17090010,17090011,0012,0010,0011,4,4,5,4,2,3,3,406.6,11466.8,2058.2,Oregon,Oregon,Oregon
17100101,1710,NW,17100101,17100102,17100105,0101,0102,0105,4,4,3,5,2,3,3,1508.6,25188.9,3459.1,Washington,Washington,"California, Oregon, and Washington"
17100102,1710,NW,17100102,17100104,17100105,0102,0104,0105,3,3,4,5,1,3,3,1363.3,25188.9,2768.5,Washington,Washington,"California, Oregon, and Washington"
17100103,1710,NW,17100103,17100104,17100105,0103,0104,0105,3,3,4,5,1,3,3,1298.3,25188.9,2703.5,Washington,Washington,"California, Oregon, and Washington"
17100104,1710,NW,17100104,17100105,17100106,0104,0105,0106,4,4,5,5,2,3,3,818,25188.9,2672.5,Washington,Oregon and Washington,"California, Oregon, and Washington"
17100105,1710,NW,17100105,17100104,17100106,0105,0104,0106,5,5,5,4,3,3,3,587.2,25188.9,2672.5,Washington,Oregon and Washington,"California, Oregon, and Washington"
17100106,1710,NW,17100106,17100104,17100103,0106,0104,0103,5,5,4,3,3,3,3,1267.3,25188.9,3383.6,Oregon and Washington,Oregon and Washington,"California, Oregon, and Washington"
17100201,1710,NW,17100201,17100202,17100203,0201,0202,0203,3,3,4,3,1,3,3,316.4,25188.9,2310.3,Oregon,Oregon,"California, Oregon, and Washington"
17100202,1710,NW,17100202,17100203,17100204,0202,0203,0204,4,4,3,4,2,3,3,855.3,25188.9,2870.5,Oregon,Oregon,"California, Oregon, and Washington"
17100203,1710,NW,17100203,17100204,17100205,0203,0204,0205,3,3,4,3,1,3,3,1138.6,25188.9,2854.2,Oregon,Oregon,"California, Oregon, and Washington"
17100204,1710,NW,17100204,17100205,17100206,0204,0205,0206,4,4,3,3,2,3,3,876.6,25188.9,2490.9,Oregon,Oregon,"California, Oregon, and Washington"
17100205,1710,NW,17100205,17100206,17100207,0205,0206,0207,3,3,3,3,1,1,3,839,25188.9,1834.8,Oregon,Oregon,"California, Oregon, and Washington"
17100207,1710,NW,17100207,17100206,17100205,0207,0206,0205,3,3,3,3,1,1,3,220.5,25188.9,1834.8,Oregon,Oregon,"California, Oregon, and Washington"
17100206,1710,NW,17100206,17100303,17100207,0206,0303,0207,3,3,4,3,1,3,3,775.3,25188.9,2508.3,Oregon,Oregon,"California, Oregon, and Washington"
17100301,1710,NW,17100301,17100302,17100303,0301,0302,0303,3,3,3,4,1,3,3,1373.9,25188.9,4687.5,Oregon,Oregon,"California, Oregon, and Washington"
17100302,1710,NW,17100302,17100303,17100304,0302,0303,0304,3,3,4,3,1,3,3,1801.1,25188.9,4201.2,Oregon,Oregon,"California, Oregon, and Washington"
17100303,1710,NW,17100303,17100304,17100305,0303,0304,0305,4,4,3,3,2,3,3,1512.5,25188.9,3457.1,Oregon,Oregon,"California, Oregon, and Washington"
17100304,1710,NW,17100304,17100305,17100306,0304,0305,0306,3,3,3,3,1,1,3,887.6,25188.9,2697.3,Oregon,Oregon,"California, Oregon, and Washington"
17100305,1710,NW,17100305,17100306,17100304,0305,0306,0304,3,3,3,3,1,1,3,1057,25188.9,2697.3,Oregon,Oregon,"California, Oregon, and Washington"
17100306,1710,NW,17100306,17100304,17100305,0306,0304,0305,3,3,3,3,1,1,3,752.7,25188.9,2697.3,Oregon,Oregon,"California, Oregon, and Washington"
17100307,1710,NW,17100307,17100308,17100309,0307,0308,0309,2,2,5,3,1,3,3,1615.1,25188.9,3267.5,Oregon,California and Oregon,"California, Oregon, and Washington"
17100308,1710,NW,17100308,17100309,17100310,0308,0309,0310,5,5,3,6,3,3,3,882,25188.9,2559.6,Oregon,California and Oregon,"California, Oregon, and Washington"
17100309,1710,NW,17100309,17100310,17100311,0309,0310,0311,3,3,6,2,1,3,3,770.4,25188.9,2667.5,California and Oregon,California and Oregon,"California, Oregon, and Washington"
17100310,1710,NW,17100310,17100311,17100312,0310,0311,0312,6,6,2,4,3,3,3,907.2,25188.9,2672,Oregon,California and Oregon,"California, Oregon, and Washington"
17100311,1710,NW,17100311,17100310,17100312,0311,0310,0312,2,2,6,4,1,3,3,989.9,25188.9,2672,California and Oregon,California and Oregon,"California, Oregon, and Washington"
17100312,1710,NW,17100312,17100310,17100311,0312,0310,0311,4,4,6,2,2,3,3,774.9,25188.9,2672,California and Oregon,California and Oregon,"California, Oregon, and Washington"
18010109,1801,NW,18010109,18010108,18010110,0109,0108,0110,4,4,4,4,2,2,3,554.5,26162.9,3641.9,California,California,California and Oregon
18010108,1801,NW,18010108,18010109,18010110,0108,0109,0110,4,4,4,4,2,2,3,1602.5,26162.9,3641.9,California,California,California and Oregon
18010110,1801,NW,18010110,18010109,18010108,0110,0109,0108,4,4,4,4,2,2,3,1484.9,26162.9,3641.9,California,California,California and Oregon
18010102,1801,NW,18010102,18010105,18010107,0102,0105,0107,4,4,6,4,2,3,3,1422.5,26162.9,3700,California,California,California and Oregon
18010105,1801,NW,18010105,18010106,18010107,0105,0106,0107,6,6,4,4,3,3,3,1530.1,26162.9,2966.7,California,California,California and Oregon
