zipcode,HUC8,HUC4,triplet1,triplet2,triplet3,triplet1last,triplet2last,triplet3last
32962,3080203,308,3080203,3080202,3080101,0203,0202,0101
32963,3080203,308,3080203,3080202,3080101,0203,0202,0101
32967,3080203,308,3080203,3080202,3080101,0203,0202,0101
32970,3080203,308,3080203,3080202,3080101,0203,0202,0101
34946,3080203,308,3080203,3080202,3080101,0203,0202,0101
34951,3080203,308,3080203,3080202,3080101,0203,0202,0101
33801,3100101,310,3100101,3100102,3100103,0101,0102,0103
33812,3100101,310,3100101,3100102,3100103,0101,0102,0103
33834,3100101,310,3100101,3100102,3100103,0101,0102,0103
33839,3100101,310,3100101,3100102,3100103,0101,0102,0103
33840,3100101,310,3100101,3100102,3100103,0101,0102,0103
33847,3100101,310,3100101,3100102,3100103,0101,0102,0103
33851,3100101,310,3100101,3100102,3100103,0101,0102,0103
33865,3100101,310,3100101,3100102,3100103,0101,0102,0103
33873,3100101,310,3100101,3100102,3100103,0101,0102,0103
33877,3100101,310,3100101,3100102,3100103,0101,0102,0103
33880,3100101,310,3100101,3100102,3100103,0101,0102,0103
33881,3100101,310,3100101,3100102,3100103,0101,0102,0103
33884,3100101,310,3100101,3100102,3100103,0101,0102,0103
33890,3100101,310,3100101,3100102,3100103,0101,0102,0103
33952,3100101,310,3100101,3100102,3100103,0101,0102,0103
33980,3100101,310,3100101,3100102,3100103,0101,0102,0103
33983,3100101,310,3100101,3100102,3100103,0101,0102,0103
34267,3100101,310,3100101,3100102,3100103,0101,0102,0103
34268,3100101,310,3100101,3100102,3100103,0101,0102,0103
33953,3100102,310,3100102,3100103,3100101,0102,0103,0101
34286,3100102,310,3100102,3100103,3100101,0102,0103,0101
34287,3100102,310,3100102,3100103,3100101,0102,0103,0101
34289,3100102,310,3100102,3100103,3100101,0102,0103,0101
34291,3100102,310,3100102,3100103,3100101,0102,0103,0101
33922,3100103,310,3100103,3100102,3100101,0103,0102,0101
33924,3100103,310,3100103,3100102,3100101,0103,0102,0101
33955,3100103,310,3100103,3100102,3100101,0103,0102,0101
33956,3100103,310,3100103,3100102,3100101,0103,0102,0101
33957,3100103,310,3100103,3100102,3100101,0103,0102,0101
33993,3100103,310,3100103,3100102,3100101,0103,0102,0101
33947,3100201,310,3100201,3100202,3100203,0201,0202,0203
34210,3100201,310,3100201,3100202,3100203,0201,0202,0203
34228,3100201,310,3100201,3100202,3100203,0201,0202,0203
34229,3100201,310,3100201,3100202,3100203,0201,0202,0203
34231,3100201,310,3100201,3100202,3100203,0201,0202,0203
34232,3100201,310,3100201,3100202,3100203,0201,0202,0203
34233,3100201,310,3100201,3100202,3100203,0201,0202,0203
34234,3100201,310,3100201,3100202,3100203,0201,0202,0203
34236,3100201,310,3100201,3100202,3100203,0201,0202,0203
34237,3100201,310,3100201,3100202,3100203,0201,0202,0203
34238,3100201,310,3100201,3100202,3100203,0201,0202,0203
34239,3100201,310,3100201,3100202,3100203,0201,0202,0203
34242,3100201,310,3100201,3100202,3100203,0201,0202,0203
34285,3100201,310,3100201,3100202,3100203,0201,0202,0203
34201,3100202,310,3100202,3100203,3100204,0202,0203,0204
34208,3100202,310,3100202,3100203,3100204,0202,0203,0204
34211,3100202,310,3100202,3100203,3100204,0202,0203,0204
34212,3100202,310,3100202,3100203,3100204,0202,0203,0204
34222,3100202,310,3100202,3100203,3100204,0202,0203,0204
33530,3100204,310,3100204,3100205,3100206,0204,0205,0206
33567,3100204,310,3100204,3100205,3100206,0204,0205,0206
33596,3100204,310,3100204,3100205,3100206,0204,0205,0206
33835,3100204,310,3100204,3100205,3100206,0204,0205,0206
33541,3100205,310,3100205,3100206,3100207,0205,0206,0207
33542,3100205,310,3100205,3100206,3100207,0205,0206,0207
33543,3100205,310,3100205,3100206,3100207,0205,0206,0207
33544,3100205,310,3100205,3100206,3100207,0205,0206,0207
33545,3100205,310,3100205,3100206,3100207,0205,0206,0207
33559,3100205,310,3100205,3100206,3100207,0205,0206,0207
33565,3100205,310,3100205,3100206,3100207,0205,0206,0207
33592,3100205,310,3100205,3100206,3100207,0205,0206,0207
33604,3100205,310,3100205,3100206,3100207,0205,0206,0207
33617,3100205,310,3100205,3100206,3100207,0205,0206,0207
33620,3100205,310,3100205,3100206,3100207,0205,0206,0207
33647,3100205,310,3100205,3100206,3100207,0205,0206,0207
33810,3100205,310,3100205,3100206,3100207,0205,0206,0207
33815,3100205,310,3100205,3100206,3100207,0205,0206,0207
34639,3100205,310,3100205,3100206,3100207,0205,0206,0207
33503,3100206,310,3100206,3100205,3100204,0206,0205,0204
33510,3100206,310,3100206,3100205,3100204,0206,0205,0204
33548,3100206,310,3100206,3100205,3100204,0206,0205,0204
33550,3100206,310,3100206,3100205,3100204,0206,0205,0204
33572,3100206,310,3100206,3100205,3100204,0206,0205,0204
33605,3100206,310,3100206,3100205,3100204,0206,0205,0204
33609,3100206,310,3100206,3100205,3100204,0206,0205,0204
33611,3100206,310,3100206,3100205,3100204,0206,0205,0204
33615,3100206,310,3100206,3100205,3100204,0206,0205,0204
33616,3100206,310,3100206,3100205,3100204,0206,0205,0204
33618,3100206,310,3100206,3100205,3100204,0206,0205,0204
33619,3100206,310,3100206,3100205,3100204,0206,0205,0204
33621,3100206,310,3100206,3100205,3100204,0206,0205,0204
33624,3100206,310,3100206,3100205,3100204,0206,0205,0204
33625,3100206,310,3100206,3100205,3100204,0206,0205,0204
33626,3100206,310,3100206,3100205,3100204,0206,0205,0204
33629,3100206,310,3100206,3100205,3100204,0206,0205,0204
33634,3100206,310,3100206,3100205,3100204,0206,0205,0204
33635,3100206,310,3100206,3100205,3100204,0206,0205,0204
33701,3100206,310,3100206,3100205,3100204,0206,0205,0204
33702,3100206,310,3100206,3100205,3100204,0206,0205,0204
33703,3100206,310,3100206,3100205,3100204,0206,0205,0204
33704,3100206,310,3100206,3100205,3100204,0206,0205,0204
33705,3100206,310,3100206,3100205,3100204,0206,0205,0204
33715,3100206,310,3100206,3100205,3100204,0206,0205,0204
33716,3100206,310,3100206,3100205,3100204,0206,0205,0204
33759,3100206,310,3100206,3100205,3100204,0206,0205,0204
33760,3100206,310,3100206,3100205,3100204,0206,0205,0204
33762,3100206,310,3100206,3100205,3100204,0206,0205,0204
33764,3100206,310,3100206,3100205,3100204,0206,0205,0204
33765,3100206,310,3100206,3100205,3100204,0206,0205,0204
34250,3100206,310,3100206,3100205,3100204,0206,0205,0204
34677,3100206,310,3100206,3100205,3100204,0206,0205,0204
34685,3100206,310,3100206,3100205,3100204,0206,0205,0204
34695,3100206,310,3100206,3100205,3100204,0206,0205,0204
33707,3100207,310,3100207,3100208,3100205,0207,0208,0205
33708,3100207,310,3100207,3100208,3100205,0207,0208,0205
33709,3100207,310,3100207,3100208,3100205,0207,0208,0205
33710,3100207,310,3100207,3100208,3100205,0207,0208,0205
33744,3100207,310,3100207,3100208,3100205,0207,0208,0205
33767,3100207,310,3100207,3100208,3100205,0207,0208,0205
33770,3100207,310,3100207,3100208,3100205,0207,0208,0205
33772,3100207,310,3100207,3100208,3100205,0207,0208,0205
33774,3100207,310,3100207,3100208,3100205,0207,0208,0205
33776,3100207,310,3100207,3100208,3100205,0207,0208,0205
33777,3100207,310,3100207,3100208,3100205,0207,0208,0205
33778,3100207,310,3100207,3100208,3100205,0207,0208,0205
33785,3100207,310,3100207,3100208,3100205,0207,0208,0205
33786,3100207,310,3100207,3100208,3100205,0207,0208,0205
34429,3100207,310,3100207,3100208,3100205,0207,0208,0205
34446,3100207,310,3100207,3100208,3100205,0207,0208,0205
34448,3100207,310,3100207,3100208,3100205,0207,0208,0205
34461,3100207,310,3100207,3100208,3100205,0207,0208,0205
34487,3100207,310,3100207,3100208,3100205,0207,0208,0205
34604,3100207,310,3100207,3100208,3100205,0207,0208,0205
34606,3100207,310,3100207,3100208,3100205,0207,0208,0205
34607,3100207,310,3100207,3100208,3100205,0207,0208,0205
34608,3100207,310,3100207,3100208,3100205,0207,0208,0205
34609,3100207,310,3100207,3100208,3100205,0207,0208,0205
34610,3100207,310,3100207,3100208,3100205,0207,0208,0205
34613,3100207,310,3100207,3100208,3100205,0207,0208,0205
34614,3100207,310,3100207,3100208,3100205,0207,0208,0205
34638,3100207,310,3100207,3100208,3100205,0207,0208,0205
34652,3100207,310,3100207,3100208,3100205,0207,0208,0205
34653,3100207,310,3100207,3100208,3100205,0207,0208,0205
34654,3100207,310,3100207,3100208,3100205,0207,0208,0205
34655,3100207,310,3100207,3100208,3100205,0207,0208,0205
34667,3100207,310,3100207,3100208,3100205,0207,0208,0205
34668,3100207,310,3100207,3100208,3100205,0207,0208,0205
34669,3100207,310,3100207,3100208,3100205,0207,0208,0205
34679,3100207,310,3100207,3100208,3100205,0207,0208,0205
34681,3100207,310,3100207,3100208,3100205,0207,0208,0205
34683,3100207,310,3100207,3100208,3100205,0207,0208,0205
34690,3100207,310,3100207,3100208,3100205,0207,0208,0205
34691,3100207,310,3100207,3100208,3100205,0207,0208,0205
34698,3100207,310,3100207,3100208,3100205,0207,0208,0205
32163,3100208,310,3100208,3100207,3100205,0208,0207,0205
33513,3100208,310,3100208,3100207,3100205,0208,0207,0205
33514,3100208,310,3100208,3100207,3100205,0208,0207,0205
33521,3100208,310,3100208,3100207,3100205,0208,0207,0205
33538,3100208,310,3100208,3100207,3100205,0208,0207,0205
33574,3100208,310,3100208,3100207,3100205,0208,0207,0205
33585,3100208,310,3100208,3100207,3100205,0208,0207,0205
33597,3100208,310,3100208,3100207,3100205,0208,0207,0205
33868,3100208,310,3100208,3100207,3100205,0208,0207,0205
34432,3100208,310,3100208,3100207,3100205,0208,0207,0205
34434,3100208,310,3100208,3100207,3100205,0208,0207,0205
34445,3100208,310,3100208,3100207,3100205,0208,0207,0205
34450,3100208,310,3100208,3100207,3100205,0208,0207,0205
34453,3100208,310,3100208,3100207,3100205,0208,0207,0205
34473,3100208,310,3100208,3100207,3100205,0208,0207,0205
34480,3100208,310,3100208,3100207,3100205,0208,0207,0205
34484,3100208,310,3100208,3100207,3100205,0208,0207,0205
34661,3100208,310,3100208,3100207,3100205,0208,0207,0205
34753,3100208,310,3100208,3100207,3100205,0208,0207,0205
34785,3100208,310,3100208,3100207,3100205,0208,0207,0205
32621,3110101,311,3110101,3110102,3110205,0101,0102,0205
32625,3110101,311,3110101,3110102,3110205,0101,0102,0205
32639,3110101,311,3110101,3110102,3110205,0101,0102,0205
32683,3110101,311,3110101,3110102,3110205,0101,0102,0205
32347,3110102,311,3110102,3110103,3110205,0102,0103,0205
32348,3110102,311,3110102,3110103,3110205,0102,0103,0205
32356,3110102,311,3110102,3110103,3110205,0102,0103,0205
32359,3110102,311,3110102,3110103,3110205,0102,0103,0205
32648,3110102,311,3110102,3110103,3110205,0102,0103,0205
32361,3110103,311,3110103,3110203,3110204,0103,0203,0204
31623,3110201,311,3110201,3110202,3110203,0201,0202,0203
31630,3110201,311,3110201,3110202,3110203,0201,0202,0203
31631,3110201,311,3110201,3110202,3110203,0201,0202,0203
31634,3110201,311,3110201,3110202,3110203,0201,0202,0203
32096,3110201,311,3110201,3110202,3110203,0201,0202,0203
31084,3110202,311,3110202,3110203,3110204,0202,0203,0204
31606,3110202,311,3110202,3110203,3110204,0202,0203,0204
31641,3110202,311,3110202,3110203,3110204,0202,0203,0204
31648,3110202,311,3110202,3110203,3110204,0202,0203,0204
31649,3110202,311,3110202,3110203,3110204,0202,0203,0204
31774,3110202,311,3110202,3110203,3110204,0202,0203,0204
31783,3110202,311,3110202,3110203,3110204,0202,0203,0204
31645,3110203,311,3110203,3110202,3110204,0203,0202,0204
31698,3110203,311,3110203,3110202,3110204,0203,0202,0204
31720,3110203,311,3110203,3110202,3110204,0203,0202,0204
31722,3110203,311,3110203,3110202,3110204,0203,0202,0204
31727,3110203,311,3110203,3110202,3110204,0203,0202,0204
32350,3110203,311,3110203,3110202,3110204,0203,0202,0204
31747,3110204,311,3110204,3110202,3110203,0204,0202,0203
31771,3110204,311,3110204,3110202,3110203,0204,0202,0203
31775,3110204,311,3110204,3110202,3110203,0204,0202,0203
31789,3110204,311,3110204,3110202,3110203,0204,0202,0203
31793,3110204,311,3110204,3110202,3110203,0204,0202,0203
31795,3110204,311,3110204,3110202,3110203,0204,0202,0203
32013,3110205,311,3110205,3110206,3110201,0205,0206,0201
32062,3110205,311,3110205,3110206,3110201,0205,0206,0201
32064,3110205,311,3110205,3110206,3110201,0205,0206,0201
32025,3110206,311,3110206,3110205,3110201,0206,0205,0201
32026,3110206,311,3110206,3110205,3110201,0206,0205,0201
32038,3110206,311,3110206,3110205,3110201,0206,0205,0201
32044,3110206,311,3110206,3110205,3110201,0206,0205,0201
32058,3110206,311,3110206,3110205,3110201,0206,0205,0201
32061,3110206,311,3110206,3110205,3110201,0206,0205,0201
32083,3110206,311,3110206,3110205,3110201,0206,0205,0201
32616,3110206,311,3110206,3110205,3110201,0206,0205,0201
32622,3110206,311,3110206,3110205,3110201,0206,0205,0201
32658,3110206,311,3110206,3110205,3110201,0206,0205,0201
32697,3110206,311,3110206,3110205,3110201,0206,0205,0201
32301,3120001,312,3120001,3120002,3120003,0001,0002,0003
32305,3120001,312,3120001,3120002,3120003,0001,0002,0003
32306,3120001,312,3120001,3120002,3120003,0001,0002,0003
32307,3120001,312,3120001,3120002,3120003,0001,0002,0003
32308,3120001,312,3120001,3120002,3120003,0001,0002,0003
32311,3120001,312,3120001,3120002,3120003,0001,0002,0003
32313,3120001,312,3120001,3120002,3120003,0001,0002,0003
32317,3120001,312,3120001,3120002,3120003,0001,0002,0003
32327,3120001,312,3120001,3120002,3120003,0001,0002,0003
32337,3120001,312,3120001,3120002,3120003,0001,0002,0003
32355,3120001,312,3120001,3120002,3120003,0001,0002,0003
32399,3120001,312,3120001,3120002,3120003,0001,0002,0003
31738,3120002,312,3120002,3120001,3120003,0002,0001,0003
31753,3120002,312,3120002,3120001,3120003,0002,0001,0003
31756,3120002,312,3120002,3120001,3120003,0002,0001,0003
31765,3120002,312,3120002,3120001,3120003,0002,0001,0003
31773,3120002,312,3120002,3120001,3120003,0002,0001,0003
39827,3120002,312,3120002,3120001,3120003,0002,0001,0003
32330,3120003,312,3120003,3120001,3120002,0003,0001,0002
32332,3120003,312,3120003,3120001,3120002,0003,0001,0002
32333,3120003,312,3120003,3120001,3120002,0003,0001,0002
32343,3120003,312,3120003,3120001,3120002,0003,0001,0002
32360,3120003,312,3120003,3120001,3120002,0003,0001,0002
39815,3120003,312,3120003,3120001,3120002,0003,0001,0002
31801,3130003,313,3130003,3130002,3130005,0003,0002,0005
31810,3130003,313,3130003,3130002,3130005,0003,0002,0005
31814,3130003,313,3130003,3130002,3130005,0003,0002,0005
31815,3130003,313,3130003,3130002,3130005,0003,0002,0005
31820,3130003,313,3130003,3130002,3130005,0003,0002,0005
31821,3130003,313,3130003,3130002,3130005,0003,0002,0005
31829,3130003,313,3130003,3130002,3130005,0003,0002,0005
31901,3130003,313,3130003,3130002,3130005,0003,0002,0005
31903,3130003,313,3130003,3130002,3130005,0003,0002,0005
31905,3130003,313,3130003,3130002,3130005,0003,0002,0005
31906,3130003,313,3130003,3130002,3130005,0003,0002,0005
31907,3130003,313,3130003,3130002,3130005,0003,0002,0005
36851,3130003,313,3130003,3130002,3130005,0003,0002,0005
36856,3130003,313,3130003,3130002,3130005,0003,0002,0005
36858,3130003,313,3130003,3130002,3130005,0003,0002,0005
36869,3130003,313,3130003,3130002,3130005,0003,0002,0005
36870,3130003,313,3130003,3130002,3130005,0003,0002,0005
36871,3130003,313,3130003,3130002,3130005,0003,0002,0005
36875,3130003,313,3130003,3130002,3130005,0003,0002,0005
39854,3130003,313,3130003,3130002,3130005,0003,0002,0005
39867,3130003,313,3130003,3130002,3130005,0003,0002,0005
36319,3130004,313,3130004,3130009,3130010,0004,0009,0010
36373,3130004,313,3130004,3130009,3130010,0004,0009,0010
39832,3130004,313,3130004,3130009,3130010,0004,0009,0010
31007,3130006,313,3130006,3130005,3130007,0006,0005,0007
31051,3130006,313,3130006,3130005,3130007,0006,0005,0007
31063,3130006,313,3130006,3130005,3130007,0006,0005,0007
31711,3130006,313,3130006,3130005,3130007,0006,0005,0007
31735,3130006,313,3130006,3130005,3130007,0006,0005,0007
31743,3130006,313,3130006,3130005,3130007,0006,0005,0007
31772,3130006,313,3130006,3130005,3130007,0006,0005,0007
31796,3130006,313,3130006,3130005,3130007,0006,0005,0007
31719,3130007,313,3130007,3130006,3130009,0007,0006,0009
31780,3130007,313,3130007,3130006,3130009,0007,0006,0009
31787,3130007,313,3130007,3130006,3130009,0007,0006,0009
31824,3130007,313,3130007,3130006,3130009,0007,0006,0009
31704,3130008,313,3130008,3130007,3130009,0008,0007,0009
31716,3130008,313,3130008,3130007,3130009,0008,0007,0009
31730,3130008,313,3130008,3130007,3130009,0008,0007,0009
39817,3130008,313,3130008,3130007,3130009,0008,0007,0009
39862,3130009,313,3130009,3130010,3130008,0009,0010,0008
39866,3130009,313,3130009,3130010,3130008,0009,0010,0008
39885,3130009,313,3130009,3130010,3130008,0009,0010,0008
39886,3130009,313,3130009,3130010,3130008,0009,0010,0008
39859,3130010,313,3130010,3130008,3130009,0010,0008,0009
32426,3130012,313,3130012,3130013,3130011,0012,0013,0011
32430,3130012,313,3130012,3130013,3130011,0012,0013,0011
32432,3130012,313,3130012,3130013,3130011,0012,0013,0011
32445,3130012,313,3130012,3130013,3130011,0012,0013,0011
32446,3130012,313,3130012,3130013,3130011,0012,0013,0011
32449,3130012,313,3130012,3130013,3130011,0012,0013,0011
36320,3130012,313,3130012,3130013,3130011,0012,0013,0011
32401,3140101,314,3140101,3140102,3140203,0101,0102,0203
32403,3140101,314,3140101,3140102,3140203,0101,0102,0203
32404,3140101,314,3140101,3140102,3140203,0101,0102,0203
32405,3140101,314,3140101,3140102,3140203,0101,0102,0203
32407,3140101,314,3140101,3140102,3140203,0101,0102,0203
32408,3140101,314,3140101,3140102,3140203,0101,0102,0203
32409,3140101,314,3140101,3140102,3140203,0101,0102,0203
32410,3140101,314,3140101,3140102,3140203,0101,0102,0203
32444,3140101,314,3140101,3140102,3140203,0101,0102,0203
32461,3140101,314,3140101,3140102,3140203,0101,0102,0203
32541,3140102,314,3140102,3140103,3140104,0102,0103,0104
32550,3140102,314,3140102,3140103,3140104,0102,0103,0104
32578,3140102,314,3140102,3140103,3140104,0102,0103,0104
32579,3140102,314,3140102,3140103,3140104,0102,0103,0104
32580,3140102,314,3140102,3140103,3140104,0102,0103,0104
32536,3140103,314,3140103,3140104,3140105,0103,0104,0105
32539,3140103,314,3140103,3140104,3140105,0103,0104,0105
32567,3140103,314,3140103,3140104,3140105,0103,0104,0105
36455,3140103,314,3140103,3140104,3140105,0103,0104,0105
32570,3140104,314,3140104,3140102,3140103,0104,0102,0103
32501,3140105,314,3140105,3140106,3140107,0105,0106,0107
32502,3140105,314,3140105,3140106,3140107,0105,0106,0107
32503,3140105,314,3140105,3140106,3140107,0105,0106,0107
32504,3140105,314,3140105,3140106,3140107,0105,0106,0107
32512,3140105,314,3140105,3140106,3140107,0105,0106,0107
32544,3140105,314,3140105,3140106,3140107,0105,0106,0107
32561,3140105,314,3140105,3140106,3140107,0105,0106,0107
32563,3140105,314,3140105,3140106,3140107,0105,0106,0107
32566,3140105,314,3140105,3140106,3140107,0105,0106,0107
32569,3140105,314,3140105,3140106,3140107,0105,0106,0107
36567,3140106,314,3140106,3140107,3140305,0106,0107,0305
36574,3140106,314,3140106,3140107,3140305,0106,0107,0305
32509,3140107,314,3140107,3140106,3140305,0107,0106,0305
36547,3140107,314,3140107,3140106,3140305,0107,0106,0305
36561,3140107,314,3140107,3140106,3140305,0107,0106,0305
36305,3140201,314,3140201,3140202,3140203,0201,0202,0203
36313,3140201,314,3140201,3140202,3140203,0201,0202,0203
36316,3140201,314,3140201,3140202,3140203,0201,0202,0203
36317,3140201,314,3140201,3140202,3140203,0201,0202,0203
36318,3140201,314,3140201,3140202,3140203,0201,0202,0203
36322,3140201,314,3140201,3140202,3140203,0201,0202,0203
36330,3140201,314,3140201,3140202,3140203,0201,0202,0203
36350,3140201,314,3140201,3140202,3140203,0201,0202,0203
36352,3140201,314,3140201,3140202,3140203,0201,0202,0203
36360,3140201,314,3140201,3140202,3140203,0201,0202,0203
36362,3140201,314,3140201,3140202,3140203,0201,0202,0203
36371,3140201,314,3140201,3140202,3140203,0201,0202,0203
36374,3140201,314,3140201,3140202,3140203,0201,0202,0203
36010,3140202,314,3140202,3140201,3140301,0202,0201,0301
36082,3140202,314,3140202,3140201,3140301,0202,0201,0301
36346,3140202,314,3140202,3140201,3140301,0202,0201,0301
36453,3140202,314,3140202,3140201,3140301,0202,0201,0301
32425,3140203,314,3140203,3140201,3140202,0203,0201,0202
32427,3140203,314,3140203,3140201,3140202,0203,0201,0202
32437,3140203,314,3140203,3140201,3140202,0203,0201,0202
32455,3140203,314,3140203,3140201,3140202,0203,0201,0202
32462,3140203,314,3140203,3140201,3140202,0203,0201,0202
32463,3140203,314,3140203,3140201,3140202,0203,0201,0202
36314,3140203,314,3140203,3140201,3140202,0203,0201,0202
36038,3140301,314,3140301,3140303,3140302,0301,0303,0302
36476,3140301,314,3140301,3140303,3140302,0301,0303,0302
36033,3140303,314,3140303,3140302,3140304,0303,0302,0304
36456,3140303,314,3140303,3140302,3140304,0303,0302,0304
36432,3140304,314,3140304,3140305,3140303,0304,0305,0303
36454,3140304,314,3140304,3140305,3140303,0304,0305,0303
36473,3140304,314,3140304,3140305,3140303,0304,0305,0303
32535,3140305,314,3140305,3140304,3140303,0305,0304,0303
36439,3140305,314,3140305,3140304,3140303,0305,0304,0303
36503,3140305,314,3140305,3140304,3140303,0305,0304,0303
36543,3140305,314,3140305,3140304,3140303,0305,0304,0303
36013,3150110,315,3150110,3150107,3150109,0110,0107,0109
36031,3150110,315,3150110,3150107,3150109,0110,0107,0109
36039,3150110,315,3150110,3150107,3150109,0110,0107,0109
36057,3150110,315,3150110,3150107,3150109,0110,0107,0109
36075,3150110,315,3150110,3150107,3150109,0110,0107,0109
36078,3150110,315,3150110,3150107,3150109,0110,0107,0109
36083,3150110,315,3150110,3150107,3150109,0110,0107,0109
36088,3150110,315,3150110,3150107,3150109,0110,0107,0109
36830,3150110,315,3150110,3150107,3150109,0110,0107,0109
36832,3150110,315,3150110,3150107,3150109,0110,0107,0109
36849,3150110,315,3150110,3150107,3150109,0110,0107,0109
36865,3150110,315,3150110,3150107,3150109,0110,0107,0109
36866,3150110,315,3150110,3150107,3150109,0110,0107,0109
36003,3150201,315,3150201,3150202,3150203,0201,0202,0203
36006,3150201,315,3150201,3150202,3150203,0201,0202,0203
36008,3150201,315,3150201,3150202,3150203,0201,0202,0203
36020,3150201,315,3150201,3150202,3150203,0201,0202,0203
36025,3150201,315,3150201,3150202,3150203,0201,0202,0203
36043,3150201,315,3150201,3150202,3150203,0201,0202,0203
36054,3150201,315,3150201,3150202,3150203,0201,0202,0203
36066,3150201,315,3150201,3150202,3150203,0201,0202,0203
36067,3150201,315,3150201,3150202,3150203,0201,0202,0203
36101,3150201,315,3150201,3150202,3150203,0201,0202,0203
36104,3150201,315,3150201,3150202,3150203,0201,0202,0203
36105,3150201,315,3150201,3150202,3150203,0201,0202,0203
36106,3150201,315,3150201,3150202,3150203,0201,0202,0203
36107,3150201,315,3150201,3150202,3150203,0201,0202,0203
36108,3150201,315,3150201,3150202,3150203,0201,0202,0203
36109,3150201,315,3150201,3150202,3150203,0201,0202,0203
36111,3150201,315,3150201,3150202,3150203,0201,0202,0203
36112,3150201,315,3150201,3150202,3150203,0201,0202,0203
36113,3150201,315,3150201,3150202,3150203,0201,0202,0203
36114,3150201,315,3150201,3150202,3150203,0201,0202,0203
36115,3150201,315,3150201,3150202,3150203,0201,0202,0203
36116,3150201,315,3150201,3150202,3150203,0201,0202,0203
36130,3150201,315,3150201,3150202,3150203,0201,0202,0203
36703,3150201,315,3150201,3150202,3150203,0201,0202,0203
36749,3150201,315,3150201,3150202,3150203,0201,0202,0203
36750,3150201,315,3150201,3150202,3150203,0201,0202,0203
36752,3150201,315,3150201,3150202,3150203,0201,0202,0203
36758,3150201,315,3150201,3150202,3150203,0201,0202,0203
36785,3150201,315,3150201,3150202,3150203,0201,0202,0203
36790,3150201,315,3150201,3150202,3150203,0201,0202,0203
35034,3150202,315,3150202,3150201,3150203,0202,0201,0203
35035,3150202,315,3150202,3150201,3150203,0202,0201,0203
35042,3150202,315,3150202,3150201,3150203,0202,0201,0203
35074,3150202,315,3150202,3150201,3150203,0202,0201,0203
35080,3150202,315,3150202,3150201,3150203,0202,0201,0203
35112,3150202,315,3150202,3150201,3150203,0202,0201,0203
35114,3150202,315,3150202,3150201,3150203,0202,0201,0203
35115,3150202,315,3150202,3150201,3150203,0202,0201,0203
35184,3150202,315,3150202,3150201,3150203,0202,0201,0203
35188,3150202,315,3150202,3150201,3150203,0202,0201,0203
35210,3150202,315,3150202,3150201,3150203,0202,0201,0203
35213,3150202,315,3150202,3150201,3150203,0202,0201,0203
35216,3150202,315,3150202,3150201,3150203,0202,0201,0203
35223,3150202,315,3150202,3150201,3150203,0202,0201,0203
35226,3150202,315,3150202,3150201,3150203,0202,0201,0203
35229,3150202,315,3150202,3150201,3150203,0202,0201,0203
35243,3150202,315,3150202,3150201,3150203,0202,0201,0203
35244,3150202,315,3150202,3150201,3150203,0202,0201,0203
36793,3150202,315,3150202,3150201,3150203,0202,0201,0203
36030,3150203,315,3150203,3150204,3150202,0203,0204,0202
36435,3150203,315,3150203,3150204,3150202,0203,0204,0202
36720,3150203,315,3150203,3150204,3150202,0203,0204,0202
36722,3150203,315,3150203,3150204,3150202,0203,0204,0202
36723,3150203,315,3150203,3150204,3150202,0203,0204,0202
36741,3150203,315,3150203,3150204,3150202,0203,0204,0202
36761,3150203,315,3150203,3150204,3150202,0203,0204,0202
36766,3150203,315,3150203,3150204,3150202,0203,0204,0202
36767,3150203,315,3150203,3150204,3150202,0203,0204,0202
36769,3150203,315,3150203,3150204,3150202,0203,0204,0202
36773,3150203,315,3150203,3150204,3150202,0203,0204,0202
36425,3150204,315,3150204,3150203,3150201,0204,0203,0201
36444,3150204,315,3150204,3150203,3150201,0204,0203,0201
36470,3150204,315,3150204,3150203,3150201,0204,0203,0201
36480,3150204,315,3150204,3150203,3150201,0204,0203,0201
36540,3150204,315,3150204,3150203,3150201,0204,0203,0201
36550,3150204,315,3150204,3150203,3150201,0204,0203,0201
36753,3150204,315,3150204,3150203,3150201,0204,0203,0201
39307,3170001,317,3170001,3170002,3170005,0001,0002,0005
39323,3170001,317,3170001,3170002,3170005,0001,0002,0005
39325,3170001,317,3170001,3170002,3170005,0001,0002,0005
39337,3170001,317,3170001,3170002,3170005,0001,0002,0005
39342,3170001,317,3170001,3170002,3170005,0001,0002,0005
39347,3170002,317,3170002,3170001,3170003,0002,0001,0003
39360,3170002,317,3170002,3170001,3170003,0002,0001,0003
39363,3170002,317,3170002,3170001,3170003,0002,0001,0003
39324,3170003,317,3170003,3170004,3170005,0003,0004,0005
39116,3170004,317,3170004,3170005,3170007,0004,0005,0007
39119,3170004,317,3170004,3170005,3170007,0004,0005,0007
39153,3170004,317,3170004,3170005,3170007,0004,0005,0007
39168,3170004,317,3170004,3170005,3170007,0004,0005,0007
39428,3170004,317,3170004,3170005,3170007,0004,0005,0007
39479,3170004,317,3170004,3170005,3170007,0004,0005,0007
39406,3170005,317,3170005,3170007,3170006,0005,0007,0006
39423,3170005,317,3170005,3170007,3170006,0005,0007,0006
39440,3170005,317,3170005,3170007,3170006,0005,0007,0006
39443,3170005,317,3170005,3170007,3170006,0005,0007,0006
39462,3170005,317,3170005,3170007,3170006,0005,0007,0006
39464,3170005,317,3170005,3170007,3170006,0005,0007,0006
