st2,NAME,lake,lat,lon
NY,,Lake Erie,42.163239,-81.428117
NY,,Lake Ontario,43.589965,-77.636817
NY,Dutchess,Duck Pond,41.7405327455004,-73.5136894192237
NY,Dutchess,Iron Mine Pond,41.9699344070733,-73.4970267808162
NY,Dutchess,Grass Pond,42.0171849512331,-73.4908210783863
NY,Putnam,Putnam Lake,41.466494439763,-73.5396085905969
NY,Westchester,Siscowit Reservoir,41.1977532057432,-73.5290047360078
NY,Rockland,Potake Pond,41.1365315649477,-74.2131969620003
NY,Rockland,Cranberry Pond,41.1406778933219,-74.2030257970875
NY,Orange,Greenwood Lake,41.1858494329163,-74.3215405545724
NY,Orange,Sterling Lake,41.2070058266058,-74.2593417783449
NY,New York,Jacqueline Kennedy Onassis Reservoir,40.7859494836562,-73.9620335212091
NY,Rockland,Rockland Lake,41.1386897983177,-73.9228166799103
NY,Westchester,Lake Meahagh,41.2536339393888,-73.9504393444326
NY,Suffolk,Fish Cove,40.9370136877432,-72.4051525653242
NY,Suffolk,Oyster Pond,41.0718685388475,-71.8920989641728
NY,Suffolk,Agawam Lake,40.8745065731265,-72.3922217499599
NY,Suffolk,Orchard Neck Creek,40.7895439910374,-72.7885070351601
NY,Suffolk,West Millpond,40.8084850946499,-72.834777019052
NY,Suffolk,Red Creek Pond,40.9112217460874,-72.5521791884735
NY,Suffolk,Dam Pond,41.1350032986317,-72.3280451467366
NY,New York,The Pond,40.7661233267451,-73.974404661186
NY,New York,Conservatory Water,40.7742245326159,-73.9671370079907
NY,Dutchess,Wappinger Lake,41.6061434452217,-73.9158934586567
NY,Kings,Lower Pool,40.6634208009914,-73.9711543791135
NY,Dutchess,Morgan Lake,41.7157347581171,-73.9083756699489
NY,Westchester,Lake Mohansic,41.2771495374309,-73.8113582718419
NY,Erie,South Park Lake,42.8304987636452,-78.832043694749
NY,Putnam,Lake Carmel,41.4594915260971,-73.6649253427167
NY,Steuben,Spring Pond,42.1561774719499,-77.113925456977
NY,Queens,Fountain of the Fairs West,40.7475957379524,-73.8415276227173
NY,Queens,Fountain of the Fairs East,40.7480070196051,-73.8403067380858
NY,Westchester,Opperman's Pond,41.1279104950467,-73.8002480128022
NY,Livingston,Conesus Lake,42.7786712360077,-77.713705973638
NY,Livingston,Hemlock Lake,42.7267967101785,-77.609218873044
NY,Fulton,Otter Lake,43.1884302713393,-74.4989239578205
NY,Onondaga,Skaneateles Lake,42.8606688738187,-76.364142052803
NY,Hamilton,South Lake,43.5858938714571,-74.6309812701608
NY,Hamilton,Kings Pond,43.6014604626531,-74.5755750799344
NY,Hamilton,Cat Lake,43.5968203958573,-74.5847204554126
NY,Ulster,Lake Awosting,41.7062788495805,-74.2902931444681
NY,Ulster,Lake Maratanza,41.6802308425964,-74.3525565350705
NY,Cattaraugus,Crystal Lake,42.4642470311874,-78.3435887745109
NY,Suffolk,Main Pond,40.7519193136918,-73.1476813265094
NY,Nassau,Nassau County Basin #262,40.7704350153333,-73.4785426139062
NY,Nassau,Nassau County Basin #330,40.768044658174,-73.4773487995683
NY,Nassau,East Meadow Pond,40.6618902327481,-73.5669003155058
NY,Nassau,Motts Creek,40.6420057322714,-73.7236717128377
NY,Queens,Oakland Lake,40.7587433612879,-73.7593444767758
NY,Queens,Alley Pond,40.752793863597,-73.7425990406101
NY,Nassau,Guggenheim Pond,40.6085216425346,-73.4512317630861
NY,Queens,Ridgewood Reservoir,40.6891352368159,-73.8865186107869
NY,Franklin,Lake Flower,44.314938009071,-74.1268311635498
NY,Essex,Moody Pond,44.329054614082,-74.1181320841217
NY,Rockland,Hessian Lake,41.3162540199547,-73.992004424918
NY,Franklin,Tamarack Pond,44.2706129700041,-74.2926462546947
NY,Franklin,Panther Pond,44.2297812710881,-74.3379035170592
NY,Franklin,Pine Pond,44.2649187256155,-74.1437189682773
NY,Franklin,Little Pine Pond,44.259638169547,-74.1506434513169
NY,Franklin,Owl Pond,44.2695721848694,-74.1528836461369
NY,Franklin,Little Ampersand Pond,44.2623388516927,-74.166031843326
NY,Franklin,Little Colby Pond,44.3311977300774,-74.1542177778621
NY,Erie,City Ship Canal,42.8663511686891,-78.8739241684261
NY,Franklin,McCauley Pond,44.3530985647785,-74.2032069379936
NY,Richmond,Silver Lake Reservoir,40.6272539468221,-74.0957058664096
NY,Westchester,Browns Reservoir,41.217754848322,-73.4936615777696
NY,Orange,Art Fords Lake,41.3367132779852,-74.5370092421881
NY,Orange,Lokenhurst Pond,41.3276855381032,-74.550461956396
NY,Rensselaer,Crystal Lake,42.6400724154354,-73.5553455066709
NY,Rensselaer,Racquet Lake,42.6528586761377,-73.5944497907869
NY,Rensselaer,Glass Lake,42.6231227010556,-73.5310359520786
NY,Rensselaer,Crooked Lake,42.6109128060112,-73.5296001573238
NY,Rensselaer,Snyders Lake,42.662627685834,-73.6347599803868
NY,Rensselaer,Dunham Reservoir,42.7544901086479,-73.4783770217442
NY,Rensselaer,Shaver Pond,42.7795968036874,-73.4573303232486
NY,Monroe,Highland Reservoir,43.1312112797916,-77.6051507739302
NY,Monroe,Lake Riley,43.1423542346038,-77.5741840477438
NY,Richmond,Grasmere Lake,40.6041801257012,-74.0802485461488
NY,Onondaga,Glacier Lake,42.9957675938828,-76.091259527193
NY,Richmond,Clifton Lake,40.6084237268346,-74.0602619661087
NY,Richmond,Goodhue Pond,40.6369702153285,-74.097336628944
NY,Richmond,Ohrback Lake,40.5890733894457,-74.1232765901203
NY,Richmond,Hourglass Pond,40.5888240330877,-74.1197511697873
NY,Richmond,Pump House Pond,40.5884485258809,-74.1207646233091
NY,Richmond,Stump Pond,40.591212582261,-74.1190838763952
NY,Richmond,Priory Pond,40.5988998686071,-74.1134496610896
NY,Richmond,Islington Pond,40.562145012115,-74.1521805817385
NY,Richmond,Brooks Lake,40.6245081372445,-74.1205066328705
NY,Richmond,Cunningham Pond,40.5076444244871,-74.2225083077894
NY,Richmond,Long Pond,40.5147600642802,-74.2276037721596
NY,Richmond,O'Donovan Pond,40.5999589421786,-74.1041060138224
NY,Jefferson,Remington Pond,44.0543587185426,-75.7637655785117
NY,Richmond,Wolfe's Pond,40.5158045612883,-74.1923269540663
NY,Richmond,Sharrotts Pond,40.5346526634492,-74.2262196948548
NY,Richmond,Clay Pit Pond,40.5431566357293,-74.2289752597311
NY,Richmond,Goode's Pond,40.5418701452558,-74.2253968894354
NY,Richmond,Crystal Lake,40.5806805600916,-74.1163049014696
NY,Richmond,Valley Lake,40.619900419875,-74.1054405299613
NY,Richmond,Martling Lake,40.6221994920396,-74.1168074039584
NY,Richmond,Jansen Pond,40.5322215413533,-74.1703516375806
NY,Richmond,Butterfly Pond,40.5323689812303,-74.1735832247624
NY,Richmond,Spring Pond,40.5291322052587,-74.1769461173516
NY,Richmond,Blue Heron Pond,40.5306825900928,-74.1749717087593
NY,Richmond,Allison Pond,40.6380863117151,-74.102284816089
NY,Richmond,Clove Lake,40.6178064548398,-74.1084839268247
NY,Richmond,Cameron Lake,40.6003193389306,-74.080195130556
NY,Richmond,Goethals Pond,40.6290054931856,-74.1776114388632
NY,Cortland,Casterline Pond,42.651755166795,-76.1736094643653
NY,Richmond,Neptune Fountain,40.6442945031546,-74.1007645293902
NY,Richmond,Jack's Pond,40.5501891562712,-74.1475175740143
NY,Onondaga,Round Lake,43.0478605063358,-75.9752244311485
NY,New York,Turtle Pond,40.7795162436538,-73.967899347811
NY,New York,The Pool,40.7947142685692,-73.9607506525888
NY,Warren,Lake Sunnyside,43.3753923394515,-73.6397436673752
NY,Warren,Bloody Pond,43.3903192136129,-73.7035243085302
NY,Essex,Alford Pond,44.2614979935971,-74.0366575944256
NY,Warren,Glen Lake,43.3637296398476,-73.6730688666666
NY,Warren,Trout Lake,43.5396093631004,-73.7022869229738
NY,Washington,Lake Nebo,43.4677515030408,-73.5556158548269
NY,Washington,Sly Pond,43.4552002151885,-73.5894285379721
NY,Rockland,Lake Lucille,41.1838608840981,-73.9977974628668
NY,Hamilton,Fifth Lake,43.7479573996467,-74.792024864121
NY,St. Lawrence,Silver Lake,44.2269329450104,-74.8266452538428
NY,Washington,Lake Pond,43.4815478308765,-73.554659418724
NY,Washington,Three Ponds,43.4636861231904,-73.6024126221724
NY,Washington,Inman Pond,43.4932287756114,-73.5859294650452
NY,Warren,Ordway Pond,43.732698658072,-74.0284832053357
NY,Warren,Ridge Dam,43.6844746590636,-74.0480206498881
NY,Warren,Fish Pond,43.6826569227344,-74.053856275147
NY,Warren,Tennis Court Pond,43.682653169977,-74.0551937221954
NY,Warren,Fuller Pond,43.7406588379669,-73.9992583410596
NY,Warren,Clear Pond,43.7482878252349,-74.016190546306
NY,Warren,North Creek Reservoir,43.6906654597957,-74.0191276900459
NY,Warren,Friends Lake,43.6260498489115,-73.8438819827554
NY,Warren,Upper Dam Pond,43.6721963079263,-74.0546729708911
NY,Warren,The Vly,43.690260385714,-74.0722357114909
NY,Orange,Tuxedo Lake,41.1978778126284,-74.208285897141
NY,Orange,Wee Wah Lake,41.2156260128006,-74.1946188335199
NY,Orange,Mountain Lake,41.1879663533831,-74.1931797705841
NY,Bronx,Crotona Pond,40.8382596021532,-73.8941459542501
NY,Essex,Pharaoh Lake,43.806137681212,-73.6337920838276
NY,Essex,Arnold Pond,43.8805810240431,-73.6209590464462
NY,Kings,Sylvan Water,40.6537086517951,-73.9985786545956
NY,Kings,Valley Water,40.6556654070949,-73.9964947387972
NY,Kings,Crescent Water,40.6494704610748,-73.9940338700977
NY,Kings,Dell Water,40.6492017319662,-73.9954652359221
NY,Greene,North Lake,42.1994435189377,-74.0377526498808
NY,Greene,South Lake,42.1970648213314,-74.0450774457756
NY,Westchester,Cobamong Pond,41.1604061900905,-73.6704406091738
NY,Westchester,Long Pond,41.1450354178725,-73.6719901167201
NY,Westchester,The Lake In The Ledges,41.1582514583796,-73.6232146865786
NY,Westchester,Byram Lake Reservoir,41.1681045165746,-73.6915629774591
NY,Westchester,Scotts Reservoir,41.2330558949965,-73.5055035120059
NY,Westchester,Robin Hood Lake,41.1653817194609,-73.6102727132539
NY,Westchester,Windmill lake,41.1447114412031,-73.6792251027787
NY,Westchester,Trinity Lake,41.2229992278636,-73.5518604564394
NY,Westchester,Highland Lake,41.1656955783614,-73.6041917838078
NY,Westchester,North Lake,41.1508494066434,-73.6766767385792
NY,Westchester,Mallard Lake,41.186418568664,-73.5874966378382
NY,Westchester,Wampus Lake Reservoir,41.1471043621453,-73.7293460563271
NY,Dutchess,Pell Lake,41.6588676070508,-73.6289302778615
NY,Dutchess,Parce Pond,41.5682698978316,-73.6347628264541
NY,Dutchess,Pawling Reservoir,41.5759431379359,-73.5755187983471
NY,Dutchess,Green Mountain Lake,41.5777626201974,-73.6046991234738
NY,Dutchess,Jones Pond,41.6247110778676,-73.6232339872094
NY,Dutchess,Brady Pond,41.6006893077426,-73.5325720626502
NY,Dutchess,Crane Pond,41.7432267478905,-73.5348939704206
NY,Dutchess,Sharparoon Pond,41.6803155769585,-73.5938676193839
NY,Dutchess,Bear Swamp,41.6648547636298,-73.6074025280543
NY,Dutchess,Ellis Pond,41.6826398216511,-73.5471514097701
NY,Dutchess,Depression Pond,41.7273272710503,-73.5282285045096
NY,Dutchess,Swift Pond,41.7660570629345,-73.5506737977828
NY,Dutchess,Arrowhead Lake,41.8523174178114,-73.5608586523005
NY,Dutchess,Rudd Pond,41.9769808843059,-73.5047697408446
NY,Columbia,No Bottom Pond,42.3498750563526,-73.4592007545646
NY,Columbia,Beebe Pond,42.3959701233452,-73.4167510907144
NY,Rockland,Upper Pound Swamp,41.2387824274276,-74.0522857335682
NY,Orange,Lake Askoti,41.2449315143347,-74.0999678194096
NY,Westchester,Forest Lake,41.0614474902171,-73.733466078313
NY,Westchester,Golden Pond,41.0562236339298,-73.7393655993568
NY,Westchester,Spring Lake,41.0343959505424,-73.7442178477505
NY,Rockland,Third Reservoir,41.2069891033573,-74.0846722268661
NY,Rockland,Lake Sebago,41.2021198008214,-74.1362141257322
NY,Orange,Little Long Pond,41.2325872971517,-74.1279466257114
NY,Orange,Lake Skannatati,41.240676614279,-74.1057334265559
NY,Essex,Lake Stevens,44.4027661274294,-73.876744736158
NY,Franklin,Glenn Pond,44.3263473417521,-74.1480683098878
NY,Clinton,Chazy Lake,44.7472679483954,-73.8184240037859
NY,Saratoga,Saratoga Lake,43.0176374412481,-73.7410861461852
NY,Suffolk,Richmond Creek,41.0342647050948,-72.4458546186066
NY,Suffolk,Dunton Lake,40.7531067165297,-72.9636492984363
NY,Suffolk,Canaan Lake,40.7878642107649,-73.0209293290883
NY,Suffolk,McKay Lake,40.907106587686,-72.7952810549609
NY,Suffolk,Artist Lake,40.8837271500912,-72.9325272373895
NY,Suffolk,West Lake,40.7643067829634,-73.0276575865498
NY,Nassau,Newbridge Pond,40.6665479926557,-73.5446171439726
NY,Nassau,Wantagh Pond,40.6733415813918,-73.5152491298683
NY,Nassau,Massapequa Reservoir,40.678582528124,-73.4636183463907
NY,Suffolk,Upper Lake,40.8444103980597,-72.9374436985503
NY,Suffolk,West Brook Pond,40.746745669573,-73.1565255677758
NY,Erie,Green Lake,42.7573354987073,-78.7517953460085
NY,Lewis,Marsh Pond,44.1537316045511,-75.416937921091
NY,Lewis,Narrow Lake,44.136985392641,-75.4615042318303
NY,Nassau,Nassau County Basin #319,40.7631221538869,-73.4729905260899
NY,Nassau,Nassau County Basin #354,40.7621607170425,-73.4742882370911
NY,Monroe,Cobbs Hill Reservoir,43.1385619686684,-77.5718696483041
NY,Westchester,Hillview Reservoir,40.912447417452,-73.8694765511443
NY,Suffolk,Deep Pond,40.9364511122062,-72.8310351593857
NY,Saratoga,Loughberry Lake,43.0983168229818,-73.7664158957145
NY,Sullivan,East Pond,41.7333628248082,-74.5797582213031
NY,Warren,William Blake Pond,43.7010370709851,-74.0985205007169
NY,Warren,Austin Pond,43.6763039794759,-73.964222073204
NY,Suffolk,Little Reed Pond,41.0725087306726,-71.9195814771322
NY,Bronx,Jerome Park Reservoir,40.8779572957639,-73.8952329981107
NY,Warren,Botheration Pond,43.6840334136625,-74.093515590476
NY,Warren,Second Pond,43.6630680888416,-74.0803217601252
NY,Warren,Rabbit Pond,43.6984068176314,-74.0122068210935
NY,Warren,Carter Pond,43.7306544323095,-74.0103211912025
NY,Warren,Peaked Mountain Pond,43.7242566046659,-74.1543254912007
NY,Suffolk,Roth Pond,40.9117357274901,-73.1238224052368
NY,Suffolk,Setauket Lake,40.9436442162407,-73.1163221679139
NY,Suffolk,Setauket Mill Pond,40.9462978218648,-73.115607455579
NY,Warren,Lower Pit,43.6799208850513,-74.0566806379033
NY,Hamilton,John Mack Pond,43.6549507586244,-74.3051560670975
NY,Saratoga,Galway Lake,43.0307312692976,-74.0746236796787
NY,Saratoga,Cummings Pond,43.0079739554586,-74.0593580154225
NY,Hamilton,Upper Pond,43.8001343925397,-74.7098477108976
NY,Hamilton,Shallow Lake,43.8183944504532,-74.7359888793017
NY,Hamilton,Pelcher Pond,43.8267832117356,-74.713448538394
NY,Hamilton,Lower Brown Tract Pond,43.8087195509788,-74.7013936101441
NY,Herkimer,Woodhull Lake,43.5973898974108,-74.9870679773138
NY,Hamilton,Eagle Lake,43.8473683720968,-74.4787032965455
NY,Hamilton,Lake Durant,43.8424835331683,-74.4064797314023
NY,Westchester,Rockhill Pond,41.1907353479177,-73.855215689725
NY,Saratoga,Ballston Lake,42.9389388795255,-73.8579013631908
NY,Westchester,Teatown Lake,41.2115365770389,-73.832019231385
NY,Rockland,Cheesecote Pond,41.2099029500506,-74.0432313008886
NY,Queens,Fort Totten Lake,40.789564093337,-73.7787868150347
NY,Rockland,Garnerville Reservoir,41.2052656177452,-74.0044810123245
NY,Rockland,Mahwah River,41.1664007798596,-74.0940433956035
NY,Rockland,Pine Meadow Lake,41.1746239689997,-74.1254839114358
NY,Richmond,Abraham's Pond,40.5408656657947,-74.2315763042692
NY,Richmond,Tappan's Pond,40.543544357074,-74.2246024756949
NY,Franklin,Little Weller Pond,44.2812737438104,-74.2687439305832
NY,Franklin,Weller Pond,44.2835638174446,-74.2804894036618
NY,Westchester,Kaplan's Pond,41.2176525781163,-73.8865072606131
NY,Westchester,Lake Rippowam,41.3000049341846,-73.5608127313031
NY,Westchester,Lake Kitchawan,41.2433775553353,-73.5491252030774
NY,Westchester,Truesdale Lake,41.2816834230366,-73.5535445187571
NY,Westchester,Lake Katonah,41.2861026371511,-73.6547174526498
NY,Westchester,Indian Brook Reservoir,41.1925379049844,-73.8629648286608
NY,Kings,Binnen Water,40.6618723430526,-73.9679258308249
NY,Kings,Ambergill Pond,40.6641520797495,-73.969466823028
NY,Rockland,Penners Lake,41.0835600466848,-74.0815031524911
NY,Nassau,Lake Success,40.7635635924733,-73.7095026818981
NY,Orange,Lake Stahahe,41.2377767992322,-74.1602621640358
NY,Bronx,Woodlawn Lake,40.8935264943642,-73.8707094941205
NY,Orange,Silver Mine Lake,41.2904638865165,-74.0548698637451
NY,Orange,Lake Skemonto,41.2128002734051,-74.1441362077068
NY,Rockland,Spring Pond,41.2330444456581,-74.1081625748021
NY,Orange,Lake Nawahunta,41.2948977780944,-74.0689518133902
NY,Orange,Lake Tiorati,41.2655042942035,-74.0912414029952
NY,Orange,Upper Lake Cohasset,41.2736479694602,-74.113487168875
NY,Orange,Lower Lake Cohasset,41.2759274603506,-74.1179631009647
NY,Monroe,Redman Lake,43.1435367676783,-77.5046028731749
NY,Suffolk,Menantic Creek,41.0582217606017,-72.3430347988363
NY,Suffolk,Dickerson Creek,41.0523086487822,-72.3379816528488
NY,Rockland,Union Hill Quarry,41.1194421280241,-74.1430127757768
NY,Rockland,Island Lake,41.1022264681063,-74.0952964132407
NY,Delaware,Perch Lake,42.1175265491963,-74.8023790905078
NY,Delaware,Snake Pond,42.0956103217218,-74.8163196573776
NY,Delaware,Laurel Lake,42.0939269844008,-74.7740166449186
NY,Delaware,Pepacton Reservoir,42.0903838978517,-74.8608407399047
NY,Ulster,Pickerel Pond,41.9841101228265,-74.0758519097557
NY,Ulster,Onteora Lake,41.9836147372597,-74.081904010765
NY,Ulster,Kenozia Lake,41.9902876198272,-74.1718054813565
NY,Rensselaer,Electric Lake,42.8979772809929,-73.5813220537612
NY,Rockland,Lake Boyce,41.2481302560778,-74.0043194961885
NY,Rockland,Ambreys Pond,41.2491311258907,-74.0146985765101
NY,Rockland,Tomkins Lake,41.271576832284,-73.9902223743437
NY,Rockland,Bulsontown Lake,41.2545194340225,-74.0169685016848
NY,Essex,Lake Tear of the Clouds,44.1069109565667,-73.9353020624234
NY,Monroe,Hundred Acre Pond,43.0291372492682,-77.5645319819005
NY,Monroe,Deep Pond,43.0229111108628,-77.5704084076501
NY,Monroe,Quaker Pond,43.0068619802137,-77.5716787206791
NY,Monroe,Lost Pond,43.0200608157839,-77.5617360519224
NY,Westchester,Blueberry Pond,41.1892785445288,-73.857274432299
NY,Rensselaer,Wright Lake,42.7477222007208,-73.6707395383597
NY,Rensselaer,Bradley Lake,42.7475286551858,-73.6667800688761
NY,Suffolk,Otter Pond,40.9922360128341,-72.2991777061881
NY,Madison,Tuscarora Lake,42.867125591169,-75.7567405790553
NY,Columbia,Copake Lake,42.1439214823229,-73.5953225895156
NY,Putnam,Lake Tonetta,41.4214701377976,-73.6108805725137
NY,Putnam,Lost Lake,41.4564388122257,-73.5467420383138
NY,Putnam,Lake Gilead,41.3981964527531,-73.6753281931041
NY,Putnam,Lake Gleneida,41.4201136376198,-73.6837369954699
NY,Putnam,Middle Branch Reservoir,41.4036162211999,-73.643331203976
NY,Putnam,Dixon Lake,41.4200318452289,-73.7314371881705
NY,Putnam,Lockwood Pond,41.428082466092,-73.7406731948131
NY,Putnam,China Pond,41.4420260732477,-73.7433836715353
NY,Putnam,Boyd Corners Reservoir,41.4586905108719,-73.7496927667345
NY,Putnam,Mud Pond,41.3841625637136,-73.7229983217181
NY,Putnam,Lake Casse,41.3864985413641,-73.7103441736436
NY,Putnam,Kirk Lake,41.385869802702,-73.752030824367
NY,Putnam,Wixon Pond,41.3968032895603,-73.7353603542404
NY,Putnam,Long Pond,41.4097012437253,-73.7329741858051
NY,Putnam,Secor Lake,41.3765886039162,-73.7872514174904
NY,Putnam,Byrant Pond,41.3766493154585,-73.8046740420721
NY,Putnam,Indian Lake,41.3731219542674,-73.8875872873937
NY,Putnam,Sperling Pond,41.4238854941153,-73.8430413395973
NY,Putnam,Clear Lake,41.4295200308859,-73.8409053923838
NY,Putnam,Wiccopee Reservoir,41.4223184136114,-73.8206249297674
NY,Putnam,Stillwater Pond,41.4439793701454,-73.8213063827252
NY,Putnam,Roaring Brook Lake,41.4389363481816,-73.8074977636618
NY,Putnam,Wawayanda Lake,41.440874652316,-73.786876049325
NY,Putnam,Lake Tibet,41.4524067808193,-73.7794497481067
NY,Putnam,Pelton Pond,41.4607736882063,-73.8288964771753
NY,Putnam,Jordan Pond,41.4512369008141,-73.8653436001361
NY,St. Lawrence,Racquette River,44.6271147887836,-74.9739193049581
NY,St. Lawrence,Hannawa Pond,44.6007949364638,-74.9721817516035
NY,St. Lawrence,Green Pond,44.5235011271623,-74.9446353207133
NY,Franklin,Whackers Pond,44.5843209216027,-74.4980487249255
NY,St. Lawrence,Arbuckle Pond,44.5161772071572,-74.9199942462994
NY,St. Lawrence,South Colton Reservoir,44.5253274993353,-74.8670923793166
NY,St. Lawrence,Joe Indian Pond,44.4850290741552,-74.7248901762011
NY,St. Lawrence,Rainbow Falls Reservoir,44.5088088375808,-74.7901960454597
NY,Broome,Whitney Point Lake,42.3694876658906,-75.9742888644513
NY,Putnam,Lake Peekskill,41.3396783172916,-73.8823610293394
NY,Bronx,Van Cortlandt Lake,40.8906025035248,-73.8901522142727
NY,Westchester,Cross River,41.2663832966792,-73.6658154417507
NY,Westchester,Laurel Lake,41.3070561772683,-73.5720494391932
NY,Westchester,Spruce Lake,41.310365951516,-73.5687669921593
NY,Westchester,Hemlock Lake,41.3101006849454,-73.5609638469848
NY,Putnam,Peach Lake,41.3631132836915,-73.5798720485178
NY,Westchester,Gedney Pond,40.9621565970274,-73.7403137270645
NY,Fulton,Mayfield Lake,43.0957841777905,-74.2646002959208
NY,Jefferson,Perch Lake,44.1207354031261,-75.8992876303143
NY,Lewis,Indian Pond,44.1264673346918,-75.4549318902618
NY,Monroe,Durand Lake,43.2334150678674,-77.5576228363797
NY,Monroe,Eastman Lake,43.2343653554829,-77.5613293223323
NY,Putnam,Lake Surprise,41.4583079763836,-73.9531079072155
NY,Dutchess,Melzingah Reservoir,41.4721512781226,-73.9674467650617
NY,Ulster,Sturgeon Pool,41.8436627422326,-74.0425721231496
NY,Westchester,Lake Mitchell,41.2817186270765,-73.917274229719
NY,Erie,Lake LaSalle (North Bay),43.0078100334364,-78.7832398233529
NY,Suffolk,Fairfield Pond,40.9174749546968,-72.2682261209682
NY,Erie,Lake Audubon,43.0180004566512,-78.7774036701698
NY,Erie,Walton Pond,43.0184476518034,-78.7720040349408
NY,Erie,Lake LaSalle,43.0040151658697,-78.7794673538244
NY,Orange,Lake Te-ata,41.3196160332903,-74.0798822414019
NY,Orange,Lake Massawippa,41.3256837593761,-74.0740381904599
NY,Orange,Summit Lake,41.3102942891398,-74.0959759417682
NY,Orange,Lower Twin Lake,41.3178396873654,-74.0773513137813
NY,Orange,Upper Twin Lake,41.3111810054479,-74.0822736158557
NY,Orange,Barnes Lake,41.3259901531009,-74.0807949171743
NY,Westchester,Freemont Pond,41.1021966410112,-73.8656602067548
NY,Erie,Muir Lake,43.011172185285,-78.7761106377388
NY,Allegany,Cuba Lake,42.2490519826314,-78.2921504492888
NY,Cayuga,Cross Lake,43.1242620089392,-76.4795074207741
NY,Essex,Heart Pond,43.8511643137957,-73.574181328735
NY,Essex,Bear Pond,43.8659150136369,-73.5777158750515
NY,Erie,Mike's Pond,42.9614619603145,-78.7701149734885
NY,Suffolk,Tarkill Pond,40.916316464647,-72.8545097334798
NY,Suffolk,Lake Panamoka,40.9233529438188,-72.8499705858764
NY,Suffolk,Wildwood Lake,40.8944722941987,-72.6746223602783
NY,Warren,Lake Luzerne,43.3227247871861,-73.8326586054129
NY,Warren,Stones Pond,43.3244798882787,-73.8441436267161
NY,Saratoga,O'Keefe Pond,43.3227863514732,-73.8658835010804
NY,Warren,Second Lake,43.346260364782,-73.8300296430384
NY,Warren,Third Lake,43.3515566435287,-73.8307119998314
NY,Warren,Fourth Lake,43.3577107479152,-73.8247420222883
NY,Warren,Bullhead Pond,43.3262400556287,-73.8128908230505
NY,Warren,Hidden Lake,43.3837284521584,-73.7628658118533
NY,Warren,Butler Pond,43.3714486148466,-73.735670642733
NY,Warren,Butler Storage Reservoir,43.3499267401725,-73.7274411627289
NY,Warren,Wilkie Reservoir,43.3548918267797,-73.7573562869313
NY,Suffolk,Mirror Lake,40.7145698216339,-73.2626193884585
NY,Suffolk,Lower Cascade Lake,40.7119144664936,-73.2608479040562
NY,Onondaga,Cedar Bay,43.0420663202532,-76.0448933609096
NY,St. Lawrence,Little River,44.1658662493319,-74.9859296811984
NY,St. Lawrence,Benson Mines,44.1812813156091,-74.9976913147843
NY,Niagara,Lock E35 Lockport,43.1702933082177,-78.6936180611494
NY,Niagara,Lock E34 Lockport,43.1710238241836,-78.6926828630771
NY,Albany,Ann Lee Pond,42.7376128586471,-73.8128777089266
NY,Queens,Baisley Pond,40.6777776000865,-73.7853561840368
NY,Wyoming,Akron Reservoir,42.8663606586353,-78.3586439535555
NY,Essex,Heart Lake,44.1826176191593,-73.9689167905713
NY,Nassau,Paper Mill Pond,40.7974280854445,-73.6474093537201
NY,Albany,Washington Park Lake,42.6572321196009,-73.7732815090432
NY,Albany,Tivoli Lake,42.6705582992748,-73.761280412854
NY,Chenango,Trestle Lake,42.4271003046674,-75.5697371959883
NY,Chenango,Knapp Pond,42.6890473947907,-75.8705401949263
NY,Albany,Rensselaer Lake,42.6984812065177,-73.8353028435517
NY,Erie,Walden Pond,42.9294057983133,-78.596545482518
NY,Jefferson,Red Lake,44.2692826816103,-75.7359933408332
NY,Jefferson,Muskellunge Lake,44.2974034724803,-75.6943886524961
NY,Jefferson,Moon Lake,44.2526646637119,-75.7367554255843
NY,Jefferson,Sixberry Lake,44.2799389650897,-75.7749360140798
NY,Jefferson,Hyde Lake,44.2442512980387,-75.8327456736486
NY,Jefferson,Clear Lake,44.2780025712973,-75.826640594361
NY,Jefferson,Mud Lake,44.2919936003258,-75.8089708806053
NY,St. Lawrence,Yellow Lake,44.3259007116735,-75.5990606409043
NY,St. Lawrence,Crane Pond,44.2266564517085,-74.945163776321
NY,Erie,Lake Kirsty,42.847831924769,-78.8584633499758
NY,St. Lawrence,Piercefield Flow,44.2281755411577,-74.5412650335742
NY,St. Lawrence,Clifton Iron Mine,44.3072760114876,-75.0355253219007
NY,Orange,Lake Washington,41.4919431767208,-74.0692449064436
NY,Erie,Lake Bassett,42.9991906190618,-78.7272880091365
NY,Albany,Beaver Pond,42.6079588902034,-73.8913280300603
NY,Sullivan,Lake DeVenoge,41.5209308026651,-74.8392405986082
NY,Sullivan,Lake Champion,41.5189191491716,-74.8284261186583
NY,Sullivan,Lochada Lake,41.4941294853956,-74.8565566291627
NY,Sullivan,Highland Lake,41.5294246222275,-74.8489273326581
NY,Sullivan,Sidwell Lake,41.5507312456877,-74.8720469505996
NY,Putnam,Loch Lyall,41.4176438857584,-73.9063339436762
NY,Genesee,Willow Lake,42.9265424760385,-78.3832721993314
NY,Genesee,Fun Lake,42.9296888088384,-78.3835257654921
NY,Genesee,Sunshine Lake,42.9249720716715,-78.3844872024628
NY,Warren,Rush Pond,43.3500033240826,-73.7031396048505
NY,Orange,Serpentine Lake,41.2480617414747,-74.230848415864
