Zipcode,HUC8
46360,04040001
46365,07120001
46366,07120001
46368,04040001
46371,07120001
46373,07120001
46374,07120001
46375,07120003
46376,07120001
46377,07120001
46379,07120001
46381,07120001
46382,07120001
46383,07120001
46385,04040001
46390,07120001
46391,07120001
46392,07120001
46393,04040001
46394,04040001
46402,04060200
46403,04040001
46404,07120003
46405,04040001
46406,07120003
46407,04040001
46408,07120003
46409,04040001
46410,04040001
46501,05120106
46502,05120106
46504,05120106
46506,07120001
46507,04050001
46508,05120106
46510,05120106
46511,05120106
46513,07120001
46514,04050001
46516,04050001
46517,04050001
46524,05120106
46526,04050001
46528,04050001
46530,04050001
46531,07120001
46532,07120001
46534,07120001
46536,07120001
46537,07120001
46538,05120106
46539,05120106
46540,04050001
46542,04050001
46543,04050001
46544,04050001
46545,04050001
46550,07120001
46552,07120001
46553,04050001
46554,07120001
46555,05120106
46556,04050001
46561,04050001
46562,05120106
46563,07120001
46565,04050001
46567,04050001
46570,05120106
46571,04050001
46572,07120001
46573,04050001
46574,07120001
46580,05120106
46582,05120106
46590,05120106
46595,07120001
46601,04050001
46613,04050001
46614,04050001
46615,04050001
46616,04050001
46617,04050001
46619,07120001
46624,04050001
46628,04050001
46635,04050001
46637,04050001
46701,04050001
46702,05120101
46703,04050001
46704,05120101
46705,04050001
46706,04100003
46710,04100003
46711,04100004
46714,05120101
46721,04100003
46723,05120104
46725,05120104
46730,04100003
46731,05120101
46732,04050001
46733,04100004
46737,04050001
46738,04100003
46740,05120101
46741,04100005
46742,04100003
46743,04100005
46745,04100004
46746,04050001
46747,04050001
46748,04100003
46750,05120101
46755,04050001
46759,05120101
46760,04050001
46761,04050001
46763,04100003
46764,05120106
46765,04100003
46766,05120101
46767,04050001
46770,05120101
46771,04050001
46772,04100004
46773,04100007
46774,04100005
46776,04050001
46777,05120101
46778,05120101
46779,04050001
46781,05120101
46783,05120101
46784,04050001
46785,04100003
46786,04050001
46787,05120104
46788,04100003
46789,04050001
46791,05120101
46792,05120102
46793,04100003
46794,04050001
46795,04050001
46796,04050001
46797,04100005
46798,05120101
46799,05120101
46802,04100004
46803,04100005
46804,05120101
46805,04100005
46806,04100005
46807,04100004
46808,04100004
46809,05120101
46814,05120101
46815,04100005
46816,04100004
46818,05120104
46819,04100004
46825,04100003
46835,04100003
46845,04100003
46901,05120105
46902,05120107
46910,05120106
46911,05120101
46913,05120105
46914,05120105
46915,05120107
46917,05120105
46919,05120101
46920,05120107
46922,05120106
46923,05120105
46926,05120104
46928,05120103
46929,05120105
46930,05120103
46931,05120106
46932,05120105
46933,05120103
46936,05120107
46937,05120107
46938,05120103
46939,05120106
46940,05120103
46941,05120101
46943,05120104
46945,05120106
46946,05120104
46947,05120105
46950,05120106
46951,05120104
46952,05120103
46953,05120103
46957,05120103
46958,05120104
46959,05120105
46960,05120106
46961,05120101
46962,05120104
46965,05120107
46967,05120101
46968,05120106
46970,05120101
46971,05120101
46974,05120104
46975,05120106
46978,05120106
46979,05120107
46980,05120104
46982,05120104
46984,05120103
46985,05120106
46986,05120101
46987,05120101
46988,05120104
46989,05120103
46990,05120104
46991,05120102
46992,05120101
46994,05120105
46996,05120106
46998,05120105
47001,05090203
47003,05080002
47006,05090203
47010,05080002
47011,05090203
47012,05080003
47016,05080003
47017,05090203
47018,05090203
47020,05090203
47021,05090203
47022,05090203
47023,05120207
47024,05080003
47025,05090203
47030,05080003
47031,05090203
47032,05090203
47033,05090203
47034,05090203
47035,05080003
47036,05080003
47037,05120207
47038,05090203
47040,05090203
47041,05090203
47042,05090203
47043,05090203
47060,05080003
47102,05120207
47104,05140101
47106,05140101
47108,05120208
47110,05140104
47111,05140101
47112,05140104
47114,05140104
47115,05140104
47116,05120209
47117,05140104
47118,05140104
47119,05140104
47120,05140104
47122,05140104
47123,05140104
47124,05140104
47125,05140104
47126,05140101
47129,05140101
47130,05140101
47135,05140104
47136,05140104
47137,05140104
47138,05120207
47140,05140104
47141,05140101
47142,05140104
47143,05140101
47145,05140104
47147,05140101
47150,05140101
47160,05140104
47161,05140104
47162,05140101
47163,05140101
47164,05140104
47165,05140104
47166,05140104
47167,05140104
47170,05120207
47172,05140101
47174,05140104
47175,05120209
47177,05120207
47201,05120206
47203,05120206
47220,05120206
47223,05120207
47224,05140101
47225,05080003
47226,05120205
47227,05120207
47229,05120207
47230,05120207
47231,05120207
47232,05120206
47234,05120205
47235,05120208
47236,05120206
47240,05120206
47243,05140101
47244,05120206
47246,05120205
47247,05120206
47250,05140101
47260,05120208
47263,05090203
47264,05120208
47265,05120207
47270,05120207
47272,05120205
47273,05120206
47274,05120206
47280,05120205
47281,05120207
47282,05120207
47283,05120206
47302,05120201
47303,05120201
47304,05120201
47305,05120201
47306,05120201
47320,05120103
47324,05080003
47325,05080003
47326,05120101
47327,05080003
47330,05080003
47331,05080003
47334,05120201
47335,05080003
47336,05120103
47337,05120204
47338,05120103
47339,05080003
47340,05120201
47341,05080003
47342,05120201
47344,05120204
47345,05080003
47346,05080003
47348,05120103
47351,05120204
47352,05120205
47353,05080003
47354,05120201
47355,05080003
47356,05120201
47357,05080003
47358,05080003
47359,05120102
47360,05120204
47361,05120204
47362,05120204
47366,05080003
47367,05120201
47368,05120201
47369,05120102
47370,05080003
47371,05120102
47373,05120103
47374,05080003
47380,05120103
47381,05120102
47382,05120103
47383,05120201
47384,05120204
47385,05120204
47386,05120201
47387,05080003
47388,05120201
47390,05120103
47392,05080003
47393,05080003
47394,05120201
47396,05120201
47401,05120208
47403,05120208
47404,05120202
47405,05120208
47406,05120208
47408,05120202
47420,05120208
47421,05120208
47424,05120202
47427,05120203
47429,05120202
47431,05120202
47432,05120209
47433,05120202
47434,05120208
47435,05120202
47436,05120208
47437,05120208
47438,05120203
47441,05120202
47443,05120202
47445,05120202
47446,05120208
47448,05120208
47449,05120202
47451,05120208
47452,05120208
47453,05120202
47454,05120208
47455,05120203
47456,05120203
47457,05120202
47458,05120208
47459,05120202
47460,05120202
47462,05120208
47464,05120202
47465,05120202
47467,05120208
47468,05120202
47469,05120208
47470,05120208
47471,05120203
47501,05120202
47512,05120202
47513,05140201
47514,05140104
47515,05140201
47516,05120111
47519,05120208
47520,05140201
47521,05120209
47522,05120202
47523,05140201
47524,05120202
47525,05140104
47527,05120209
47528,05120202
47529,05120202
47531,05140201
47532,05120209
47535,05120111
47537,05140201
47541,05140201
47542,05120209
47546,05120209
47550,05140201
47551,05140104
47552,05140201
47553,05120208
47557,05120202
47558,05120202
47561,05120111
47562,05120202
47564,05120208
47567,05120202
47568,05120202
47573,05120202
47574,05140201
47575,05120209
47576,05140104
47577,05140201
47578,05120202
47579,05140201
47580,05120209
47581,05120208
47584,05120209
47585,05120209
47586,05140201
47588,05140201
47590,05120209
47591,05120113
47596,05120202
47597,05120202
47598,05120209
47601,05140201
47610,05140202
47611,05140201
47612,05120113
47613,05140202
47615,05140201
47616,05120113
47619,05140202
47620,05120113
47630,05140201
47631,05120113
47633,05120113
47634,05140201
47635,05140201
47637,05140201
47638,05120113
47639,05140202
47640,05120202
47648,05140202
47649,05120209
47654,05140202
47660,05120209
47665,05120113
47666,05120209
47670,05120113
47683,05140202
47708,05140202
47710,05140202
47711,05140202
47712,05140202
47713,05140202
47714,05140202
47715,05140202
47720,05120113
47725,05140202
47802,05120111
47803,05120111
47804,05120111
47805,05120111
47807,05120111
47809,05120111
47831,05120111
47832,05120110
47833,05120203
47834,05120203
47836,05120108
47837,05120111
47838,05120111
47840,05120203
47841,05120203
47842,05120111
47845,05120111
47846,05120203
47847,05120108
47848,05120202
47849,05120111
47850,05120111
47851,05120111
47853,05120203
47854,05120108
47855,05120111
47857,05120203
47858,05120203
47859,05120110
47860,05120108
47861,05120111
47862,05120108
47863,05120111
47865,05120111
47866,05120111
47868,05120203
47869,05120111
47870,05120111
47871,05120111
47872,05120108
47874,05120108
47875,05120111
47876,05120111
47879,05120111
47880,05120111
47881,05120111
47882,05120111
47884,05120111
47885,05120111
47901,05120108
47904,05120108
47905,05120107
47906,05120108
47907,05120108
47909,05120108
47916,05120110
47917,05120109
47918,05120108
47920,05120106
47921,05120108
47922,07120002
47923,05120106
47924,05120105
47925,05120106
47926,05120105
47928,05120108
47929,05120106
47930,05120108
47932,05120108
47933,05120110
47940,05120110
47941,05120107
47942,07120002
47943,07120002
47944,05120108
47946,05120106
47948,07120002
47949,05120108
47950,05120106
47951,07120002
47952,05120108
47954,05120108
47955,05120108
47957,05120106
47958,05120108
47959,05120106
47960,05120106
47963,07120002
47964,07120002
47965,05120110
47966,05120108
47967,05120108
47968,05120108
47969,05120108
47970,05120108
47971,05120108
47974,05120108
47975,05120108
47977,07120002
47978,07120002
47980,05120106
47981,05120108
47982,05120109
47983,05120107
47986,05120108
47987,05120108
47989,05120108
47990,05120110
47991,05120108
47992,05120108
47993,05120108
47994,05120108
47995,05120106
47997,05120105
48001,04090002
48002,04090001
48003,04090001
48005,04090003
48006,04090001
48009,04090004
48014,04090001
48015,04090003
48017,04090003
48021,04090002
48022,04090001
48023,04090002
48025,04090004
48026,04090003
48027,04090001
48028,04090002
48030,04090003
48032,04080104
48033,04090004
48034,04090004
48035,04090002
48036,04090003
48038,04090003
48039,04090002
48040,04090001
48041,04090001
48042,04090003
48043,04090003
48044,04090003
48045,04090002
48047,04090002
48048,04090002
48049,04090001
48050,04090003
48051,04090002
48054,04090001
48059,04080104
48060,04090001
48062,04090001
48063,04090001
48064,04090002
48065,04090003
48066,04090002
48067,04090003
48069,04090003
48070,04090003
48071,04090003
48072,04090003
48073,04090003
48074,04090001
48075,04090004
48076,04090004
48079,04090001
48080,04090002
48081,04090002
48082,04090002
48083,04090003
48084,04090003
48085,04090003
48088,04090003
48089,04090003
48091,04090003
48092,04090003
48093,04090003
48094,04090003
48095,04090003
48096,04090003
48097,04090001
48098,04090004
48101,04090004
48103,04090005
48104,04090005
48105,04090005
48108,04100002
48109,04090005
48111,04090005
48114,04090005
48116,04090005
48117,04100001
48118,04090005
48120,04090004
48122,04090004
48124,04090004
48125,04090004
48126,04090004
48127,04090004
48128,04090004
48130,04090005
48131,04100002
48133,04100001
48134,04090005
48135,04090004
48137,04090005
48138,04090004
48139,04090005
48140,04100001
48141,04090004
48143,04090005
48144,04100001
48145,04100001
48146,04090004
48150,04090004
48152,04090004
48154,04090004
48157,04100001
48158,04100002
48159,04100001
48160,04100002
48161,04100001
48162,04100001
48164,04100001
48165,04090005
48166,04100001
48167,04090004
48168,04090004
48169,04090005
48170,04090004
48173,04090005
48174,04090004
48176,04100002
48177,04100001
48178,04090005
48179,04100001
48180,04090004
48182,04100001
48183,04090004
48184,04090004
48185,04090004
48186,04090004
48187,04090004
48188,04090004
48189,04090005
48190,04100001
48191,04100001
48192,04090004
48193,04090004
48195,04090004
48197,04100001
48198,04090005
48201,04090004
48202,04090004
48203,04090003
48204,04090004
48205,04090002
48206,04090004
48207,04090004
48208,04090004
48209,04090004
48210,04090004
48211,04090004
48212,04090003
48213,04090004
48214,04090004
48215,04090004
48216,04090004
48217,04090004
48218,04090004
48219,04090004
48220,04090003
48221,04090003
48223,04090004
48224,04090002
48225,04090002
48226,04090004
48227,04090004
48228,04090004
48229,04090004
48230,04090004
48233,04090004
48234,04090003
48235,04090004
48236,04090002
48237,04090003
48238,04090004
48239,04090004
48240,04090004
48242,04090004
48243,04090004
48301,04090004
48302,04090004
48304,04090004
48306,04090003
48307,04090003
48309,04090003
48310,04090003
48312,04090003
48313,04090003
48314,04090003
48315,04090003
48316,04090003
48317,04090003
48320,04090003
48322,04090004
48323,04090004
48324,04090003
48326,04090003
48327,04090003
48328,04090003
48329,04090003
48331,04090004
48334,04090004
48335,04090004
48336,04090004
48340,04090003
48341,04090003
48342,04090003
48346,04090003
48348,04090003
48350,04080203
48353,04080203
48356,04090005
48357,04090005
48359,04090003
48360,04090003
48362,04090003
48363,04090003
48367,04090003
48370,04090003
48371,04090003
48374,04090005
48375,04090004
48377,04090004
48380,04090005
48381,04090005
48382,04090005
48383,04090005
48386,04090005
48390,04090005
48393,04090005
48401,04090001
48410,04080205
48411,04080204
48412,04080204
48413,04080103
48414,04080203
48415,04080203
48416,04090001
48417,04080204
48418,04080203
48419,04080104
48420,04080204
48421,04080204
48422,04090001
48423,04080204
48426,04080205
48427,04080104
48428,04090001
48429,04080203
48430,04080203
48432,04080103
48433,04080204
48434,04080104
48435,04080204
48436,04080203
48437,04080204
48438,04080204
48439,04080204
48440,04080204
48441,04080104
48442,04080204
48444,04090001
48445,04080103
48446,04080204
48449,04080204
48450,04080104
48451,04080203
48453,04080205
48454,04090001
48455,04080204
48456,04080104
48457,04080204
48458,04080204
48460,04080204
48461,04080204
48462,04080204
48463,04080204
48464,04080204
48465,04080104
48466,04090001
48467,04080103
48468,04080104
48469,04080104
48470,04080104
48471,04090001
48472,04080205
48473,04080204
48475,04080205
48476,04080203
48502,04080204
48503,04080204
48504,04080204
48505,04080204
48506,04080204
48507,04080204
48509,04080204
48519,04080204
48529,04080204
48532,04080204
48601,04080206
48602,04080206
48603,04080201
48604,04080206
48607,04080206
48609,04080203
48610,04080201
48611,04080102
48612,04080201
48613,04080102
48614,04080203
48615,04080202
48616,04080203
48617,04080201
48618,04080201
48619,04070006
48620,04080201
48621,04070007
48622,04080201
48623,04080203
48624,04080201
48625,04060102
48626,04080203
48627,04060102
48628,04080201
48629,04060102
48630,04060102
48631,04080102
48632,04080202
48633,04060102
48634,04080102
48635,04080101
48636,04070007
48637,04080203
48638,04080201
48640,04080201
48642,04080201
48647,04070007
48649,04080203
48650,04080102
48651,04060102
48652,04080102
48653,04070007
48654,04080101
48655,04080203
48656,04070007
48657,04080201
48658,04080102
48659,04080101
48661,04080101
48662,04080203
48701,04080103
48703,04080101
48705,04070006
48706,04080102
48708,04080206
48710,04080206
48720,04080300
48721,04070003
48722,04080205
48723,04080205
48724,04080206
48725,04080103
48726,04080205
48727,04080204
48728,04070006
48729,04080205
48730,04080101
48731,04080103
48732,04080103
48733,04080103
48734,04080206
48735,04080103
48737,04070007
48738,04070003
48739,04080101
48740,04070007
48741,04080205
48742,04070007
48743,04070007
48744,04080205
48745,04070007
48746,04080205
48747,04080103
48748,04080101
48749,04080101
48750,04070007
48754,04080103
48755,04080103
48756,04080101
48757,04080103
48759,04080103
48760,04080204
48761,04070007
48762,04070006
48763,04080101
48765,04080101
48766,04080101
48767,04080103
48768,04080205
48770,04080101
48801,04080202
48806,04050005
48807,04080203
48808,04050004
48809,04050006
48811,04050005
48813,04050007
48815,04050007
48816,04080203
48817,04080204
48818,04050005
48819,04050004
48820,04050004
48821,04050004
48822,04050004
48823,04050004
48824,04050004
48825,04050004
48827,04050004
48829,04050006
48831,04050005
48832,04080202
48834,04050006
48835,04050005
48836,04050004
48837,04050004
48838,04050006
48840,04050004
48841,04080203
48842,04050004
48843,04080203
48845,04050005
48846,04050006
48847,04080203
48848,04050005
48849,04050007
48850,04060102
48851,04050006
48852,04050006
48853,04050005
48854,04050004
48855,04080203
48856,04050005
48857,04050004
48858,04080202
48859,04080202
48860,04050005
48861,04050004
48862,04080203
48864,04050004
48865,04050006
48866,04050005
48867,04080203
48870,04050006
48871,04050005
48872,04050004
48873,04050005
48874,04050005
48875,04050004
48876,04050007
48877,04080202
48878,04080201
48879,04050005
48880,04080202
48881,04050006
48883,04080202
48884,04050006
48885,04050006
48886,04050006
48888,04050006
48889,04080202
48890,04050004
48891,04080202
48892,04050004
48893,04080202
48894,04050005
48895,04050004
48896,04080202
48897,04050007
48906,04050004
48910,04050004
48911,04050004
48912,04050004
48915,04050004
48917,04050004
48933,04050004
49001,04050003
49002,04050001
49004,04050003
49006,04050003
49007,04050003
49008,04050003
49009,04050003
49010,04050003
49011,04050001
49012,04050003
49013,04050002
49014,04050003
49015,04050003
49017,04050003
49021,04050003
49022,04050001
49024,04050003
49026,04050002
49027,04050002
49028,04050001
49029,04050001
49030,04050001
49031,04050001
49032,04050001
49033,04050001
49034,04050001
49036,04050001
49037,04050003
49038,04050001
49040,04050001
49042,04050001
49043,04050002
49045,04050001
49046,04050003
49047,04050001
49048,04050003
49050,04050007
49051,04050001
49052,04050001
49053,04050003
49055,04050003
49056,04050002
49057,04050001
49058,04050007
49060,04050003
49061,04050001
49063,04050002
49064,04050001
49065,04050001
49066,04050001
49067,04050001
49068,04050003
49070,04050003
49071,04050001
49072,04050001
49073,04050007
49074,04050003
49075,04050001
49076,04050003
49078,04050003
49079,04050001
49080,04050003
49082,04050001
49083,04050003
49084,04050001
49085,04050001
49087,04050001
49088,04050001
49089,04050001
49090,04050002
49091,04050001
49092,04050001
49093,04050001
49094,04050001
49095,04050001
49096,04050007
49097,04050001
49098,04050001
49099,04050001
49101,04050001
49102,04050001
49103,04050001
49104,04050001
49106,04040001
49107,04050001
49111,04050001
49112,04050001
49113,04040001
49115,04040001
49116,04040001
49117,04040001
49119,04040001
49120,04050001
49125,04040001
49126,04050001
49127,04050001
49128,04040001
49129,04040001
49130,04050001
49201,04050004
49202,04050004
49203,04050004
49220,04100006
49221,04100002
49224,04050003
49227,04050001
49228,04100002
49229,04100002
49230,04100002
49232,04100003
49233,04100002
49234,04050004
49235,04100002
49236,04100002
49237,04050003
49238,04100002
49240,04050004
49241,04050003
49242,04050001
49245,04050003
49246,04050003
49247,04100006
49248,04100002
49249,04050003
49250,04050003
49251,04050004
49252,04050001
49253,04100006
49254,04050004
49255,04050001
49256,04100006
49258,04050003
49259,04050004
49261,04100002
49262,04050001
49263,04100002
49264,04050004
49265,04100002
49266,04100003
49267,04100001
49268,04100002
49269,04050004
49270,04100001
49271,04100003
49272,04050004
49274,04050001
49276,04100001
49277,04050004
49279,04100002
49282,04100002
49283,04050004
49284,04050004
49285,04050004
49286,04100002
49287,04100002
49288,04100006
49289,04100002
49301,04050006
49302,04050007
49303,04050006
49304,04060101
49305,04080202
49306,04050006
49307,04060102
49309,04060101
49310,04080202
49312,04060101
49315,04050006
49316,04050007
49318,04050006
49319,04050006
49320,04080202
49321,04050006
49322,04050006
49323,04050003
49325,04050007
49326,04050006
49327,04060102
49328,04050003
49329,04060102
49330,04050006
49331,04050006
49332,04060102
49333,04050007
49335,04050003
49336,04060102
49337,04060102
49338,04060101
49339,04060102
49340,04080202
49341,04050006
49342,04060102
49343,04050006
49344,04050003
49345,04050006
49346,04060102
49347,04050006
49348,04050003
49349,04060101
49401,04050006
49402,04060101
49403,04050006
49404,04050006
49405,04060101
49406,04050003
49408,04050002
49409,04050006
49410,04060101
49411,04060101
49412,04060102
49415,04050006
49417,04050006
49418,04050006
49419,04050003
49420,04060101
49421,04060101
49423,04050002
49424,04050002
49425,04060101
49426,04050006
49428,04050006
49430,04050006
49431,04060101
49434,04050002
49435,04050006
49436,04060101
49437,04060101
49440,04060102
49441,04060101
49442,04060102
49443,04060102
49444,04060101
49445,04060102
49446,04060101
49448,04050006
49449,04060101
49450,04050002
49451,04050006
49452,04060101
49453,04050003
49454,04060101
49455,04060101
49456,04050006
49457,04060102
49458,04060101
49459,04060101
49460,04050002
49461,04060101
49464,04050002
49503,04050006
49504,04050006
49505,04050006
49506,04050006
49507,04050006
49508,04050006
49509,04050006
49512,04050006
49519,04050006
49525,04050006
49534,04050006
49544,04050006
49546,04050006
49548,04050006
49601,04060103
49611,04060105
49612,04060105
49613,04060104
49614,04060103
49615,04060105
49616,04060104
49617,04060104
49618,04060103
49619,04060103
49620,04060103
49621,04060104
49622,04060105
49623,04060101
49625,04060103
49626,04060103
49627,04060105
49628,04060200
49629,04060105
49630,04060104
49631,04060102
49632,04060102
49633,04060103
49634,04060103
49635,04060104
49636,04060104
49637,04060104
49638,04060103
49639,04060102
49640,04060104
49642,04060101
49643,04060104
49644,04060103
49645,04060103
49646,04060103
49648,04060105
49649,04060105
49650,04060104
49651,04060102
49653,04060104
49654,04060200
49655,04060102
49656,04060103
49657,04060102
49659,04060105
49660,04060103
49663,04060103
49664,04060104
49665,04060102
49667,04060102
49668,04060103
49670,04060105
49674,04060105
49675,04060104
49676,04060105
49677,04060102
49679,04080202
49680,04060105
49682,04060105
49683,04060104
49684,04060104
49685,04060104
49686,04060105
49688,04060103
49689,04060103
49690,04060105
49696,04060105
49701,04060105
49705,04070004
49706,04070004
49707,04070003
49709,04070006
49710,04070001
49712,04060105
49713,04060105
49715,04070001
49716,04070004
49717,04070004
49718,04060105
49719,04080300
49720,04060105
49721,04070003
49722,04070004
49724,04070001
49725,04070002
49726,04080300
49727,04060105
49728,04020202
49729,04060105
49730,04060105
49733,04070007
49735,04070007
49736,04070001
49738,04070007
49740,04060105
49743,04070003
49744,04070006
49745,04070002
49746,04070006
49747,04070006
49748,04020202
49749,04070004
49751,04070007
49752,04070001
49753,04070006
49755,04070004
49756,04070007
49757,04080300
49759,04070003
49760,04070002
49762,04060107
49764,04070004
49765,04070005
49766,04070003
49768,04020201
49769,04070004
49770,04060105
49774,04070001
49775,04080300
49776,04070006
49777,04070003
49779,04070003
49780,04070002
49781,04070002
49782,04060200
49783,04070001
49784,04070001
49788,04070001
49791,04070004
49793,04070002
49795,04070004
49796,04060105
49799,04070004
49801,04030108
49802,04030108
49805,04020103
49806,04020201
49807,04030109
49808,04020105
49812,04030109
49814,04030110
49815,04030109
49816,04020201
49817,04030112
49818,04030110
49820,04060107
49821,04030108
49822,04020201
49825,04020201
49826,04020201
49827,04060107
49829,04030111
49831,04030108
49833,04030110
49834,04030108
49835,04030112
49836,04060106
49837,04030110
49838,04060107
49839,04020201
49840,04060106
49841,04030110
49847,04030108
49848,04030108
49849,04030110
49852,04030108
49853,04020202
49854,04060106
49855,04020105
49858,04030109
49861,04030107
49862,04020201
49863,04030108
49864,04030112
49866,04020105
49868,04020202
49870,04030108
49871,04030110
49872,04030111
49873,04030109
49874,04030109
49876,04030108
49877,04030109
49878,04030111
49879,04030107
49880,04030111
49881,04030108
49883,04060106
49884,04060106
49885,04020201
49886,04030109
49887,04030109
49891,04030111
49892,04030108
49893,04030108
49894,04030110
49895,04030112
49896,04030109
49901,04020103
49902,04030106
49903,04030106
49905,04020103
49908,04020104
49910,04020102
49911,04020101
49912,04020102
49913,04020103
49915,04030106
49916,04020104
49917,04020103
49918,04020103
49919,04020104
49920,04030107
49921,04020103
49922,04020103
49925,04020102
49927,04030106
49929,04020103
49930,04020103
49931,04020103
49934,04020103
49935,04030106
49938,04020101
49942,04020103
49945,04020103
49946,04020105
49947,04020102
49948,04020103
49950,04020103
49952,04020104
49953,04020101
49955,04020104
49958,04020104
49959,04020101
49960,04020102
49961,04020104
49962,04020105
49963,04020103
49965,04020103
49967,04020102
49968,04020101
49969,04020102
49970,04020104
49971,04020101
50001,07100008
50002,07100008
50003,07100006
50005,07080208
50006,07080207
50007,07100008
50008,10280103
50009,07100008
50010,07080105
50012,07080105
50013,07080105
50014,07080105
50020,10240003
50021,07100008
50022,10240003
50023,07100004
50025,10240003
50026,07100007
50027,07080106
50028,07080105
50029,07100007
50031,07100004
50032,07100008
50033,07100008
50034,07100005
50035,07080105
50036,07100004
50038,07100006
50039,07100004
50040,07100004
50041,07080205
50042,10240003
50044,07100009
50046,07080105
50047,07100008
50048,07100008
50049,07100008
50050,07100006
50051,07080207
50052,10280102
50054,07080105
50055,07080105
50056,07080105
50057,07100009
50058,07100007
50060,10280201
50061,07100008
50062,07100008
50063,07100006
50064,07100006
50065,10280102
50066,07100006
50067,10280102
50068,10280201
50069,07100007
50070,07100008
50071,07080207
50072,07100008
50073,07080105
50074,10280102
50075,07080105
50076,10240003
50078,07080208
50101,07080207
50102,07080207
50103,10280102
50104,07080209
50105,07080105
50106,07080208
50107,07100004
50108,10280102
50109,07100004
50110,10240002
50111,07100004
50112,07080106
50115,07100007
50116,07100009
50117,10240003
50118,07100008
50119,07100009
50120,07080208
50122,07080207
50123,10280201
50124,07080105
50125,07100008
50126,07080207
50127,07080105
50128,07100006
50129,07100006
50130,07080105
50131,07100004
50132,07080105
50133,10280101
50134,07080105
50135,07080106
50136,07080209
50137,07080105
50138,07100008
50139,07100008
50140,10280101
50141,07080106
50142,07080208
50143,07100009
50144,10280102
50145,07100008
50146,07100007
50147,10280102
50148,07080207
50149,10280102
50150,07100009
50151,07100008
50152,07100004
50153,07080106
50154,07080105
50155,10280102
50156,07100004
50157,07080208
50158,07080208
50160,07100008
50161,07080105
50162,07080106
50163,07100009
50164,07100008
50165,10280201
50166,07100008
50167,07100004
50168,07080105
50169,07100008
50170,07080105
50171,07080209
50173,07080208
50174,10280102
50201,07080105
50206,07080207
50207,07080106
50208,07080105
50210,07100008
50211,07100008
50212,07100004
50213,07100008
50214,07100008
50216,07100007
50217,07100006
50218,07100008
50219,07080105
50220,07100006
50222,07100008
50223,07100004
50225,07100008
50226,07100004
50227,07080207
50228,07100008
50229,07100008
50230,07080207
50231,07080105
50232,07080105
50233,07100007
50234,07080105
50235,07100006
50236,07080105
50237,07100008
50238,10280201
50239,07080207
50240,07100008
50241,07100008
50242,07080106
50243,07100004
50244,07100008
50246,07080105
50247,07080208
50248,07080105
50249,07080105
50250,07100008
50251,07080105
50252,07100008
50254,10280102
50255,07080106
50256,07100009
50257,07100008
50258,07080207
50261,07100008
50262,10280102
50263,07100006
50264,10280102
50265,07100006
50266,07100006
50268,07080106
50269,07080207
50271,07080207
50272,07100008
50273,07100008
50274,10240003
50275,07100008
50276,07100004
50277,07100007
50278,07080207
50309,07100004
50310,07100004
50311,07100004
50312,07100006
50313,07100004
50314,07100004
50315,07100008
50316,07100008
50317,07100008
50319,07100004
50320,07100008
50321,07100006
50322,07100006
50323,07100006
50324,07100006
50325,07100006
50327,07100008
50401,07080203
50420,07080207
50421,07080207
50423,07080207
50424,07020009
50426,07080201
50427,07080204
50428,07080203
50430,07100005
50431,07080204
50432,07080207
50433,07080202
50434,07080203
50435,07080201
50436,07080203
50438,07080207
50439,07080207
50440,07080202
50441,07080204
50444,07080203
50446,07080203
50447,07100005
50448,07080202
50449,07080207
50450,07080203
50451,07020009
50452,07080204
50453,07080203
50454,07080201
50455,07080102
50456,07080203
50457,07080207
50458,07080202
50459,07080202
50460,07080201
50461,07080201
50464,07080202
50465,07020009
50466,07080102
50467,07080202
50468,07080202
50469,07080204
50470,07080207
50471,07080201
50472,07080201
50473,07080203
50475,07080204
50476,07080201
50477,07080204
50478,07100003
50479,07080204
50480,07100003
50482,07080203
50483,07100005
50484,07100003
50501,07100004
50510,07100006
50511,07100003
50514,07100003
50515,07100002
50516,07100004
50517,07100003
50518,07100004
50519,07100003
50520,07100002
50521,07100004
50522,07100003
50523,07100006
50524,07100004
50525,07100005
50527,07100002
50528,07100002
50529,07100003
50530,07100004
50531,07100003
50532,07100004
50533,07100005
50535,10230007
50536,07100002
50538,07100006
50539,07100003
50540,07100006
50541,07100004
50542,07100005
50543,07100006
50544,07100006
50545,07100003
50546,07100004
50548,07100002
50551,07100006
50552,07100006
50554,07100006
50556,07020009
50557,07100004
50558,07100003
50559,07100003
50560,07100005
50561,07100006
50562,07100002
50563,07100006
50565,07100006
50566,07100004
50567,07100006
50568,07100006
50569,07100004
50570,07100003
50571,07100004
50573,07100002
50574,07100004
50575,07100006
50576,07100006
50577,07100005
50578,07100003
50579,07100006
50581,07100002
50582,07100003
50583,07100006
50585,10230003
50586,07100006
50588,07100006
50590,07020009
50591,07100005
50592,07100006
50593,07100006
50594,07100004
50595,07100005
50597,07100002
50598,07100003
50599,07100005
50601,07080205
50602,07080204
50603,07080102
50604,07080205
50605,07080204
50606,07060004
50607,07080102
50608,07080205
50609,07080205
50611,07080204
50612,07080205
50613,07080205
50616,07080201
50619,07080202
50620,07080201
50621,07080205
50622,07080201
50623,07080205
50624,07080205
50625,07080204
50626,07080102
50627,07080207
50628,07060004
50629,07080102
50630,07080102
50631,07080102
