Zipcode,HUC8
24211,06010102
24216,06010206
24217,05070202
24219,06010206
24220,05070202
24221,06010205
24224,06010205
24225,06010205
24226,05070202
24228,05070202
24230,06010205
24236,06010102
24237,05070202
24239,05070202
24243,06010206
24244,06010205
24245,06010205
24246,06010206
24248,06010206
24250,06010205
24251,06010101
24256,05070202
24258,06010101
24260,06010205
24263,06010206
24265,06010206
24266,06010205
24269,05070202
24270,06010101
24271,06010205
24272,05070202
24273,06010206
24277,06010206
24279,05070202
24280,06010205
24281,06010206
24282,06010206
24283,06010205
24290,06010101
24292,05050001
24293,06010205
24301,05050001
24311,06010102
24312,05050001
24313,05050001
24314,05050002
24315,05050002
24316,06010101
24317,03040101
24318,06010101
24319,06010102
24322,05050001
24323,05050001
24324,05050001
24325,05050001
24326,05050001
24327,06010102
24328,05050001
24330,05050001
24333,05050001
24340,06010102
24343,05050001
24347,05050001
24348,05050001
24350,05050001
24351,03040101
24352,05050001
24354,06010102
24360,05050001
24361,06010102
24363,05050001
24366,05050002
24368,05050001
24370,06010101
24374,05050001
24375,06010102
24377,06010101
24378,05050001
24380,05050001
24381,05050001
24382,05050001
24401,02070005
24411,02080202
24412,02080201
24413,02070001
24415,02080202
24416,02080202
24421,02070005
24422,02080201
24426,02080201
24430,02080202
24431,02070005
24432,02080202
24433,02080201
24435,02080202
24437,02070005
24439,02080202
24440,02070005
24441,02070005
24442,02080201
24445,02080201
24448,02080201
24450,02080202
24457,02080201
24458,02080201
24459,02080202
24460,02080201
24464,02080203
24465,02080201
24467,02070005
24469,02070005
24471,02070005
24472,02080202
24473,02080202
24474,02080201
24476,02070005
24477,02070005
24479,02070005
24482,02070005
24483,02080202
24484,02080201
24485,02080202
24486,02070005
24487,02080201
24501,02080203
24502,02080203
24503,02080203
24504,02080203
24515,02080203
24517,03010101
24520,03010104
24521,02080203
24522,02080207
24523,03010101
24526,02080203
24527,03010105
24528,03010102
24529,03010104
24530,03010101
24531,03010105
24534,03010102
24536,02080203
24538,03010102
24539,03010105
24540,03010103
24541,03010103
24549,03010103
24550,03010101
24551,03010101
24553,02080203
24554,03010102
24555,02080202
24556,03010101
24557,03010105
24558,03010105
24562,02080203
24563,03010101
24565,03010105
24566,03010105
24569,03010102
24570,03010101
24571,03010101
24572,02080203
24574,02080203
24577,03010102
24578,02080201
24579,02080201
24580,03010104
24581,02080203
24586,03010104
24588,03010102
24589,03010102
24590,02080203
24592,03010104
24593,03010102
24594,03010104
24595,02080203
24597,03010105
24598,03010104
24599,02080203
24601,05070201
24602,05070201
24603,05070202
24604,05070201
24605,05050002
24606,05050002
24607,05070202
24609,06010205
24612,06010205
24613,05050002
24614,05070202
24620,05070201
24622,05070202
24630,06010205
24631,05070202
24634,05070202
24635,05050002
24637,06010205
24639,05070202
24641,06010205
24646,05070202
24649,06010205
24651,06010205
24656,05070202
24657,05070202
24701,05050002
24712,05050002
24714,05050002
24715,05050002
24716,05070101
24719,05070101
24724,05050002
24726,05070101
24729,05050002
24731,05050002
24733,05050002
24736,05070101
24737,05050002
24738,05050002
24739,05050002
24740,05050002
24747,05050002
24801,05070101
24808,05070201
24811,05070201
24813,05070201
24815,05070201
24816,05070201
24817,05070201
24818,05070101
24822,05070101
24823,05070101
24826,05070201
24827,05070101
24828,05070201
24830,05070201
24831,05070201
24834,05070101
24836,05070201
24839,05070101
24843,05070201
24844,05070201
24845,05070101
24846,05070201
24847,05070101
24848,05070201
24849,05070101
24850,05070201
24851,05070101
24853,05070201
24854,05070101
24855,05070201
24857,05070101
24860,05070101
24861,05070201
24862,05070201
24866,05070201
24867,05070101
24868,05070201
24869,05070101
24870,05070101
24871,05070201
24872,05070201
24873,05070201
24874,05070101
24878,05070201
24879,05070201
24880,05070101
24881,05070201
24882,05070101
24884,05070201
24887,05070201
24888,05070201
24892,05070201
24894,05070201
24895,05070201
24898,05070101
24901,05050003
24910,05050003
24915,05050003
24916,05050003
24918,05050002
24920,05050003
24924,05050003
24925,05050003
24927,05050003
24931,05050003
24934,05050003
24935,05050002
24938,05050003
24941,02080201
24943,05050005
24944,05050003
24945,05050002
24946,05050003
24951,05050002
24954,05050003
24957,05050003
24962,05050003
24963,05050002
24966,05050003
24970,05050003
24974,05050003
24976,05050003
24977,05050005
24981,05050003
24983,05050002
24984,02080201
24985,05050003
24986,05050003
24991,05050003
24993,05050003
25002,05050006
25003,05050009
25005,05050007
25007,05050009
25008,05050009
25009,05050009
25011,05050008
25015,05050006
25019,05050007
25021,05050009
25022,05050009
25024,05050009
25025,05050006
25028,05050009
25030,05050007
25031,05050006
25033,05050008
25035,05050006
25036,05050006
25039,05050006
25040,05050006
25043,05050007
25044,05050009
25045,05050007
25047,05050009
25048,05050009
25049,05050009
25051,05050009
25053,05050009
25054,05050006
25057,05050006
25059,05050005
25060,05050009
25061,05050006
25062,05050009
25063,05050007
25064,05050008
25067,05050006
25070,05050008
25071,05050007
25075,05050006
25076,05070101
25081,05050009
25082,05050008
25083,05050006
25085,05050005
25086,05050006
25088,05050007
25090,05050006
25093,05050009
25102,05050006
25103,05050006
25106,05050008
25107,05050006
25108,05050009
25109,05050008
25110,05050006
25111,05050007
25112,05050008
25113,05050007
25114,05050009
25115,05050006
25118,05050006
25119,05050006
25121,05050009
25123,05050008
25124,05050008
25125,05050007
25126,05050006
25130,05050009
25132,05050007
25133,05050007
25134,05050006
25136,05050006
25139,05050006
25140,05050009
25141,05030203
25142,05050009
25143,05050008
25148,05050009
25149,05050009
25152,05050006
25154,05050009
25156,05050007
25159,05050008
25160,05050007
25161,05050006
25162,05050006
25164,05050007
25165,05050009
25168,05050008
25169,05050009
25173,05050006
25174,05050009
25177,05050009
25180,05050009
25181,05050009
25183,05050009
25185,05050006
25186,05050006
25187,05050008
25193,05050009
25201,05050006
25202,05050009
25203,05050009
25204,05050009
25205,05050009
25206,05050009
25208,05050009
25209,05050009
25211,05050007
25213,05050008
25214,05050006
25231,05050008
25234,05030203
25235,05030203
25239,05030202
25241,05030202
25243,05050008
25244,05030202
25245,05050008
25247,05030202
25248,05050008
25251,05050007
25252,05030202
25253,05030202
25259,05030203
25260,05030202
25261,05030203
25262,05030202
25264,05030202
25265,05030202
25266,05050007
25267,05030203
25268,05030203
25270,05030203
25271,05030202
25275,05030202
25276,05030203
25285,05050007
25286,05050008
25287,05030202
25301,05050006
25302,05050007
25303,05050008
25304,05050006
25305,05050006
25306,05050006
25309,05050009
25311,05050007
25312,05050008
25313,05050008
25314,05050008
25315,05050006
25320,05050008
25387,05050008
25401,02070004
25403,02070004
25404,02070004
25405,02070004
25411,02070004
25413,02070004
25414,02070007
25419,02070004
25420,02070004
25421,02070004
25422,02070003
25425,02070007
25427,02070004
25428,02070004
25430,02070004
25431,02070001
25432,02070007
25434,02070003
25437,02070003
25438,02070007
25442,02070004
25443,02070004
25444,02070003
25446,02070007
25501,05070102
25502,05090101
25503,05090101
25504,05070102
25505,05070102
25506,05070102
25507,05090101
25508,05070102
25510,05070102
25511,05090102
25512,05090102
25514,05070201
25515,05090101
25517,05090102
25520,05090101
25521,05070102
25523,05070102
25524,05070102
25526,05050008
25529,05050009
25530,05070204
25534,05090102
25535,05090102
25537,05090101
25540,05070102
25541,05070102
25544,05070102
25545,05070102
25547,05070102
25550,05030202
25555,05070204
25557,05070102
25559,05070102
25560,05050008
25564,05070102
25565,05070102
25567,05050009
25570,05090102
25571,05070102
25573,05070102
25601,05070102
25606,05070101
25607,05070101
25608,05070101
25611,05070101
25612,05070101
25617,05070101
25621,05070101
25624,05070102
25625,05070101
25628,05070101
25630,05070101
25632,05070101
25634,05070101
25635,05070101
25637,05070101
25638,05070101
25639,05070102
25644,05070101
25646,05070101
25647,05070101
25649,05070101
25650,05070101
25651,05070201
25652,05070101
25653,05070101
25654,05070101
25661,05070201
25666,05090102
25667,05070201
25669,05070201
25670,05070201
25671,05090102
25672,05070201
25674,05070201
25676,05070201
25678,05070201
25685,05070201
25688,05070201
25690,05070201
25692,05070201
25696,05070201
25699,05090102
25701,05090101
25702,05090101
25703,05090101
25704,05090102
25705,05070102
25755,05090101
25801,05050009
25810,05070101
25811,05070101
25812,05050004
25813,05050004
25817,05050009
25818,05050004
25820,05050002
25823,05050004
25825,05050004
25826,05070101
25827,05050004
25831,05050004
25832,05050004
25836,05050009
25837,05050004
25839,05050009
25840,05050004
25841,05050002
25843,05050004
25844,05050009
25845,05070101
25846,05050004
25848,05070101
25849,05050009
25851,05050009
25853,05070101
25854,05050005
25855,05050004
25857,05070101
25862,05050004
25864,05050004
25865,05050009
25866,05050004
25868,05050005
25870,05070101
25871,05050004
25873,05050004
25875,05070101
25876,05070101
25878,05050004
25879,05050004
25880,05050006
25882,05070101
25901,05050004
25902,05070101
25904,05050006
25907,05050004
25908,05070101
25909,05050006
25911,05050004
25913,05070101
25915,05070101
25916,05070101
25917,05050006
25918,05050004
25920,05070101
25921,05070101
25922,05050002
25928,05070101
25932,05050009
25936,05050004
25938,05050005
25942,05050004
25943,05070101
25951,05050004
25958,05050005
25962,05050005
25966,05050004
25969,05050002
25971,05050002
25972,05050005
25976,05050004
25977,05050004
25978,05050002
25979,05050002
25981,05050005
25984,05050005
25985,05050004
25986,05050005
25989,05050004
26003,05030106
26030,05030106
26031,05030106
26032,05030106
26033,05030106
26034,05030101
26035,05030101
26036,05030106
26037,05030101
26038,05030106
26039,05030106
26040,05030106
26041,05030106
26047,05030101
26050,05030101
26055,05030106
26056,05030101
26058,05030106
26059,05030106
26060,05030106
26062,05030101
26070,05030106
26074,05030106
26075,05030106
26101,05030203
26104,05030203
26105,05030202
26133,05030202
26134,05030201
26136,05030203
26137,05030203
26138,05030203
26141,05030203
26142,05030203
26143,05030203
26146,05030201
26147,05030203
26148,05030203
26149,05030201
26150,05030203
26151,05030203
26152,05030203
26155,05030201
26159,05030201
26160,05030203
26161,05030203
26162,05030201
26164,05030202
26167,05030201
26169,05030203
26170,05030201
26175,05030201
26178,05030203
26180,05030203
26181,05030202
26184,05030201
26187,05030202
26201,05020001
26202,05050005
26203,05050007
26205,05050005
26206,05050005
26208,05050005
26209,05050007
26210,05020001
26215,05030203
26217,05050007
26218,05020001
26222,05050007
26224,05020001
26228,05030203
26230,05020001
26234,05030203
26236,05020001
26237,05020001
26238,05020001
26241,05020001
26250,05020001
26253,05020001
26254,05020004
26257,05020001
26259,05020001
26260,05020004
26261,05050005
26263,05020004
26264,05050003
26266,05050007
26267,05020001
26268,05020004
26269,05020004
26270,05020004
26271,05020004
26273,05020001
26275,05020001
26276,05020004
26278,05020001
26280,05020001
26282,05050007
26283,05020001
26285,05020001
26287,05020004
26288,05050007
26289,05020004
26291,05050007
26292,05020004
26293,05020001
26294,05020001
26296,05020004
26298,05050007
26301,05020002
26320,05030201
26321,05030203
26323,05020002
26325,05030203
26327,05030203
26330,05020002
26335,05030203
26337,05030203
26338,05030203
26339,05030201
26342,05030203
26343,05020002
26346,05030203
26347,05020002
26348,05030201
26349,05020002
26351,05030203
26354,05020001
26361,05020002
26362,05030203
26366,05020002
26369,05020002
26372,05020002
26374,05020001
26376,05030203
26377,05030201
26378,05020002
26384,05030203
26385,05020002
26386,05020002
26404,05020002
26405,05020001
26408,05020002
26410,05020001
26411,05030201
26412,05030203
26415,05030203
26416,05020001
26419,05030201
26421,05030203
26422,05020002
26424,05020002
26425,05020004
26426,05030201
26430,05030203
26431,05020002
26435,05020002
26436,05030201
26437,05030201
26438,05020002
26440,05020001
26443,05030203
26444,05020001
26447,05020002
26448,05020002
26451,05020002
26452,05020002
26456,05030201
26463,05020002
26501,05020003
26505,05020003
26506,05020003
26508,05020003
26519,05020004
26520,05020003
26521,05020005
26524,05020003
26525,05020004
26534,05020003
26537,05020004
26541,05020003
26542,05020004
26543,05020003
26544,05020005
26546,05020003
26547,05020003
26554,05020003
26559,05020003
26560,05020003
26562,05030106
26563,05020002
26568,05020002
26570,05020005
26571,05020003
26572,05020002
26574,05020003
26575,05030106
26576,05020002
26581,05030106
26582,05020003
26585,05020003
26586,05020003
26587,05020003
26588,05020003
26590,05020005
26591,05020002
26601,05050007
26610,05050007
26611,05030203
26615,05030203
26617,05050007
26619,05030203
26621,05030203
26623,05030203
26624,05030203
26627,05030203
26629,05050007
26631,05030203
26636,05030203
26638,05030203
26651,05050005
26656,05050005
26660,05050005
26662,05050005
26667,05050005
26671,05050005
26676,05050005
26678,05050005
26679,05050005
26680,05050005
26681,05050005
26684,05050005
26690,05050005
26691,05050005
26704,02070003
26705,05020004
26707,02070002
26710,02070002
26711,02070003
26714,02070003
26716,05020004
26717,02070002
26719,02070002
26720,02070002
26722,02070002
26726,02070002
26731,02070002
26739,02070002
26743,02070002
26750,02070002
26753,02070002
26755,02070003
26757,02070001
26761,02070003
26763,02070001
26764,05020004
26767,02070002
26801,02070003
26802,02070001
26804,02070001
26807,02070001
26808,02070003
26810,02070003
26812,02070003
26814,02070001
26815,02070001
26817,02070003
26818,02070001
26823,02070003
26833,02070001
26836,02070001
26838,02070001
26845,02070001
26847,02070001
26851,02070003
26852,02070001
26855,02070001
26865,02070003
26866,02070001
26884,02070001
26886,02070001
27006,03040101
27007,03040101
27009,03010103
27011,03040101
27012,03040101
27013,03040102
27014,03040102
27016,03010103
27017,03040101
27018,03040101
27019,03010103
27020,03040102
27021,03040101
27022,03010103
27023,03040101
27024,03040101
27025,03010103
27027,03010103
27028,03040101
27030,03040101
27040,03040101
27041,03040101
27042,03010103
27043,03040101
27045,03010103
27046,03010103
27047,03040101
27048,03010103
27050,03040101
27051,03010103
27052,03010103
27053,03010103
27054,03040102
27055,03040101
27101,03040101
27103,03040101
27104,03040101
27105,03040101
27106,03040101
27107,03040101
27109,03040101
27110,03040101
27127,03040101
27201,03030002
27202,03030002
27203,03030003
27205,03040103
27207,03030003
27208,03030003
27209,03030003
27212,03010104
27213,03030003
27214,03030002
27215,03030002
27217,03030002
27229,03040104
27231,03020201
27233,03030003
27235,03030003
27239,03040103
27242,03030003
27243,03020201
27244,03030002
27247,03040104
27248,03030003
27249,03030002
27252,03030003
27253,03030002
27256,03030003
27258,03030002
27259,03030003
27260,03030003
27262,03040103
27263,03030003
27265,03030003
27268,03030003
27278,03020201
27281,03040203
27282,03030003
27283,03030002
27284,03010103
27288,03010103
27291,03010104
27292,03040103
27295,03040101
27298,03030002
27299,03040103
27301,03030002
27302,03030002
27305,03010104
27306,03040104
27310,03030002
27311,03010104
27312,03030002
27313,03030003
27314,03010104
27315,03010104
27316,03030003
27317,03030003
27320,03010104
27325,03030003
27326,03010103
27330,03030003
27332,03030004
27340,03030002
27341,03030003
27342,03030002
27343,03010104
27344,03030003
27349,03030002
27350,03040103
27351,03040103
27355,03030003
27356,03040104
27357,03010103
27358,03030002
27360,03040103
27370,03040103
27371,03040103
27374,03040101
27376,03030004
27377,03030002
27379,03010104
27401,03030002
27403,03030002
27405,03030002
27406,03030002
27407,03030003
27408,03030002
27409,03030003
27410,03030002
27411,03030002
27412,03030002
27455,03030002
27501,03020201
27502,03030002
27503,03020201
27504,03020201
27505,03030004
27506,03030004
27507,03010102
27508,03020101
27509,03020201
27510,03030002
27511,03020201
27513,03020201
27514,03030002
27516,03030002
27517,03030002
27518,03020201
27519,03030002
27520,03020201
27521,03030006
27522,03020201
27523,03030002
27524,03020201
27525,03020101
27526,03030004
27527,03020201
27529,03020201
27530,03020201
27531,03020202
27533,03020201
27534,03020202
27536,03020101
27537,03020101
27539,03020201
27540,03030004
27541,03020201
27542,03020201
27544,03020101
27545,03020201
27546,03030004
27549,03020101
27551,03010106
27553,03010102
27555,03020201
27556,03020102
27557,03020203
27559,03030002
27560,03020201
27562,03030002
27563,03020102
27565,03020101
27568,03020201
27569,03020201
27570,03010106
27571,03020201
27572,03020201
27573,03010104
27574,03010104
27576,03020201
27577,03020201
27581,03020201
27582,03010102
27583,03020201
27584,03010102
27587,03020201
27589,03020102
27591,03020201
27592,03020201
27593,03020201
27594,03010106
27596,03020201
27597,03020203
27599,03030002
27601,03020201
27603,03020201
27604,03020201
27605,03020201
27606,03020201
27607,03020201
27608,03020201
27609,03020201
27610,03020201
27612,03020201
27613,03020201
27614,03020201
27615,03020201
27616,03020201
27617,03020201
27695,03020201
27697,03020201
27701,03020201
27703,03020201
27704,03020201
27705,03020201
27707,03030002
27708,03030002
27709,03030002
27712,03020201
27713,03030002
27801,03020103
27803,03020101
27804,03020101
27805,03010203
27806,03020104
27807,03020203
27808,03020104
27809,03020101
27810,03020104
27812,03020103
27813,03020203
27814,03020104
27815,03020101
27816,03020101
27817,03020104
27818,03010204
27819,03020103
27820,03010204
27821,03020104
27822,03020103
27823,03020102
27824,03020105
27825,03020103
27826,03020104
27827,03020103
27828,03020203
27829,03020103
27830,03020203
27831,03010107
27832,03010106
27834,03020103
27837,03020103
27839,03010107
27840,03010107
27841,03010107
27842,03010106
27843,03020102
27844,03020102
27845,03010107
27846,03010107
27847,03010107
27849,03010107
27850,03020102
27851,03020203
27852,03020103
27853,03010204
27855,03010204
27856,03020101
27857,03010107
27858,03020103
27860,03020104
27861,03020103
27862,03010204
27863,03020203
27864,03020103
27865,03020104
27866,03010204
27869,03010107
27870,03010107
27871,03020103
27872,03010107
27873,03020203
27874,03010107
27875,03020104
27876,03010204
27877,03010204
27878,03020103
27879,03020103
27880,03020203
27881,03020102
27882,03020101
27883,03020203
27884,03020103
27885,03020105
27886,03020103
27888,03020203
27889,03020103
27890,03010107
27891,03020102
27892,03010107
27893,03020203
27896,03020203
27897,03010204
27909,03010205
27910,03010203
27915,03020105
27916,03010205
27917,03010205
27919,03010205
27920,03020105
27921,03010205
27922,03010203
27923,03010205
27924,03010203
27925,03010205
27926,03010205
27927,03010205
27928,03010205
27929,03010205
27932,03010205
27935,03010203
27936,03020105
27937,03010203
27938,03010203
27939,03010205
27941,03010205
27942,03010203
27943,03020105
27944,03010205
27946,03010203
27947,03010205
27948,03010205
27949,03010205
27950,03010205
27953,03010205
27954,03010205
27956,03010205
27957,03010203
27958,03010205
27959,03010205
27960,03020105
27962,03020104
27964,03010205
27965,03010205
27966,03010205
27967,03010203
27968,03010205
27969,03010203
27970,03010205
27972,03010205
27973,03010205
27974,03010205
27976,03010205
27978,03010205
27979,03010205
27980,03010203
27981,03010205
27982,03010205
27983,03010107
27985,03010205
27986,03010203
28001,03040105
28006,03050101
28007,03040104
28009,03040103
28012,03050102
28016,03050102
28017,03050105
28018,03050105
28019,03050105
28020,03050105
28021,03050105
28023,03040105
28024,03050105
28025,03040105
28027,03040105
28031,03050101
28032,03050102
28033,03050102
28034,03050102
28036,03040105
28037,03050101
28039,03040103
28040,03050105
28041,03040103
28042,03050105
28043,03050105
28052,03050101
28054,03050102
28056,03050101
28071,03040103
28072,03040103
28073,03050105
28074,03050105
28075,03040105
28076,03050105
28077,03050102
28078,03050101
28079,03040105
28080,03050101
28081,03040105
28083,03040105
28086,03050105
28088,03040105
28089,03050105
28090,03050105
28091,03040104
28092,03050102
28097,03040105
28098,03050102
28101,03050102
28102,03040201
28103,03040105
28104,03050103
28105,03050103
28107,03040105
28108,03050103
28109,03040103
28110,03040105
28112,03040105
28114,03050105
28115,03040105
28117,03050101
28119,03040201
28120,03050101
28124,03040105
28125,03040102
28127,03040103
28128,03040105
28129,03040105
28133,03040105
28134,03050103
28135,03040104
28136,03050105
28137,03040103
28138,03040103
28139,03050105
28144,03040103
28146,03040103
28147,03040103
28150,03050105
28152,03050105
28159,03040103
28160,03050105
28163,03040105
28164,03050101
28166,03050101
28167,03050105
28168,03050102
28169,03050105
28170,03040104
28173,03050103
28174,03040105
28202,03050103
28203,03050103
28204,03050103
28205,03050103
28206,03050103
28207,03050103
28208,03050103
28209,03050103
28210,03050103
28211,03050103
28212,03050103
28213,03040105
28214,03050101
28215,03040105
28216,03050101
28217,03050103
28223,03040105
28226,03050103
28227,03040105
28244,03050103
28262,03040105
28269,03040105
28270,03050103
28273,03050103
28274,03050103
28277,03050103
28278,03050101
28280,03050103
28282,03050103
28301,03030004
28303,03030004
28304,03030004
28305,03030004
28306,03030004
28307,03030004
28308,03030004
28310,03030004
28311,03030004
28312,03030005
28314,03030004
28315,03040203
28318,03030006
28320,03040203
28323,03030004
28325,03030007
28326,03030004
28327,03030003
28328,03030006
28330,03040201
28331,03030006
28332,03030005
28333,03020201
28334,03030006
28337,03030005
28338,03040104
28339,03030004
28340,03040203
28341,03030007
28342,03030006
28343,03040204
28344,03030006
28345,03040201
28347,03040203
28348,03030004
28349,03030007
28350,03030004
28351,03040204
28352,03040204
28355,03030004
28356,03030004
28357,03040203
28358,03040203
28359,03040203
28360,03040203
28362,03040203
28363,03040204
28364,03040203
28365,03030007
28366,03030006
28367,03040104
28368,03030004
28369,03040203
28371,03040203
28372,03040203
28373,03040203
28374,03040203
28375,03040203
28376,03030004
28377,03040203
28378,03040203
28379,03040201
28382,03030006
28383,03040203
28384,03040203
28385,03030006
28386,03040203
28387,03030004
28390,03030004
28391,03030006
28392,03040203
28393,03030006
28394,03030004
28395,03030004
28396,03040203
28398,03030007
28399,03030005
28401,03030007
28403,03020302
28405,03030007
28409,03020302
28411,03020302
28412,03030005
28420,03040206
28421,03030006
28422,03040208
28423,03040206
28424,03040206
28425,03030007
28428,03030005
28429,03030007
28430,03040203
28431,03040203
28432,03040206
28433,03040206
28434,03040206
28435,03030006
28436,03030005
28438,03040203
28439,03040203
28441,03030006
28442,03040206
28443,03030007
28444,03030006
28445,03030007
28447,03030006
28448,03030006
28449,03030005
28450,03040206
28451,03030005
28452,03040206
28453,03030007
28454,03030007
28455,03040206
28456,03030005
28457,03030007
28458,03030007
28460,03020302
28461,03030005
28462,03040208
28463,03040206
28464,03030007
28465,03030005
28466,03030007
28467,03040206
28468,03040208
28469,03040208
28470,03040208
28472,03040206
28478,03030007
28479,03030005
28480,03020302
28501,03020202
28504,03020202
28508,03030007
28509,03020204
28510,03020204
28511,03020105
28512,03020301
28513,03020202
28515,03020204
28516,03020301
28518,03030007
28519,03020204
28520,03020204
28521,03030007
28523,03020202
28524,03020301
28525,03020202
28526,03020202
28527,03020202
28528,03020301
28529,03020204
28530,03020202
28531,03020301
28532,03020204
28533,03020204
28537,03020204
28538,03020203
28539,03020301
28540,03020302
28542,03020302
28543,03020302
28544,03020302
28546,03020302
28547,03020302
28551,03020202
28552,03020104
28553,03020301
28554,03020203
28555,03020301
28556,03020204
28557,03020301
28560,03020204
28562,03020204
28570,03020301
28571,03020204
28572,03030007
28573,03020204
28574,03020302
28575,03020301
28577,03020204
28578,03020202
28579,03020301
28580,03020203
28581,03020301
28582,03020301
28584,03020301
28585,03020204
28586,03020202
28587,03020204
28589,03020301
28590,03020202
28594,03020301
28601,03050101
28602,03050102
28604,06010103
28605,05050001
28606,03040101
28607,05050001
28609,03050101
28610,03050101
28611,03050101
28612,03050102
28613,03050101
28615,05050001
28616,03050101
28617,05050001
28618,03040101
28619,03050101
28621,03040101
28622,06010103
28623,05050001
28624,03040101
28625,03040102
28626,05050001
28627,05050001
28628,03050101
28629,03040101
28630,03050101
28631,05050001
28634,03040102
28635,03040101
28636,03040102
28637,03050101
28638,03050101
28640,05050001
28641,03050101
28642,03040101
28643,05050001
28644,05050001
28645,03050101
28646,03050101
28649,03040101
28650,03050102
28651,03040101
28652,06010108
28653,06010108
28654,03040101
28655,03050101
28657,06010108
28658,03050102
28659,03040101
28660,03040102
28662,03050101
28663,05050001
28664,06010108
28665,03040101
28666,03050101
28667,03050101
28668,03040101
28669,03040101
28670,03040101
28671,03050101
28672,05050001
28673,03050101
28675,05050001
28676,03040101
28677,03040102
28678,03050101
28679,06010103
28681,03050101
28682,03050101
28683,03040101
28684,05050001
28685,03040101
28689,03040102
28690,03050101
28692,06010103
28693,05050001
28694,05050001
28697,03040101
28698,06010103
28701,06010105
28702,06010202
28704,06010105
28705,06010108
28707,06010203
28708,06010105
28709,06010105
28710,03050105
28711,06010105
28712,06010105
28713,06010202
28714,06010108
28715,06010105
28716,06010106
28717,03060102
28718,06010105
28719,06010203
28720,03050105
28721,06010106
28722,03050105
28723,06010203
28725,06010203
28726,06010105
28729,06010105
28730,06010105
28731,03050105
28732,06010105
28733,06010202
28734,06010202
28735,03050105
28736,06010203
28739,06010105
28740,06010108
28741,06010202
28742,06010105
28743,06010105
28745,06010106
28746,03050105
28747,06010105
28748,06010105
28749,03050101
28751,06010106
28752,03050101
28753,06010105
28754,06010105
28755,06010108
28756,03050105
28757,06010105
28758,06010105
28759,06010105
28761,03050101
28762,03050101
28763,06010202
28766,06010105
28768,06010105
28770,06010105
28771,06010204
28772,06010105
28773,03050105
28774,03060101
28775,06010202
28777,06010108
28778,06010105
28779,06010203
28781,06010202
28782,03050105
28783,06010203
28785,06010106
28786,06010106
28787,06010105
28788,06010203
28789,06010203
28790,03050105
28791,06010105
28792,06010105
28801,06010105
28803,06010105
28804,06010105
28805,06010105
28806,06010105
28901,06020002
28902,06020002
28904,06020002
28905,06020002
28906,06020002
28909,06020002
29001,03040205
29003,03050207
29006,03050203
29009,03040202
29010,03040205
29014,03050106
29015,03050106
29016,03050106
29018,03050205
29020,03050104
29030,03050205
29031,03050106
29032,03050104
29033,03050110
29036,03050109
29037,03050109
29038,03050204
29039,03050203
29040,03040205
29042,03050207
29044,03050104
29045,03050104
29046,03040205
29047,03050111
29048,03050111
29051,03040205
29052,03050110
29053,03050110
29054,03050109
29055,03050103
29056,03040205
29058,03050104
29059,03050205
29061,03050110
29062,03050104
29063,03050106
29065,03050106
29067,03040202
29069,03040202
29070,03050109
29072,03050109
29073,03050110
29074,03050104
29075,03050106
29078,03050104
29079,03040202
29080,03040205
29081,03050207
29082,03050207
29101,03040201
29102,03040205
29104,03040205
29105,03050204
29107,03050204
29108,03050109
29111,03040205
29112,03050203
29113,03050204
29114,03040205
29115,03050205
29117,03050205
29118,03050203
29122,03050106
29123,03050203
29125,03050111
29126,03050106
29127,03050109
29128,03050104
29129,03050204
29130,03050104
29133,03050206
29135,03050110
29137,03050204
29138,03050109
29142,03050205
29145,03050109
29146,03050204
29148,03050111
29150,03040205
29152,03040205
29153,03040205
29154,03040205
29160,03050203
29161,03040202
29162,03040205
29163,03050205
29164,03050204
29166,03050109
29168,03050104
29169,03050109
29170,03050110
29172,03050110
29175,03050104
29177,03050109
29178,03050108
29180,03050106
29201,03050110
29203,03050106
29204,03050110
29205,03050110
29206,03050110
29207,03050110
29208,03050110
29209,03050110
29210,03050109
29212,03050109
29223,03050110
29225,03050110
29229,03050104
29301,03050107
29302,03050107
29303,03050105
29306,03050107
29307,03050105
29316,03050105
29320,03050107
29321,03050107
29322,03050105
29323,03050105
29324,03050105
29325,03050108
29329,03050105
29330,03050105
29331,03050108
29332,03050109
29333,03050105
29334,03050107
29335,03050108
29338,03050105
29340,03050105
29341,03050105
29346,03050105
29349,03050105
29351,03050108
29353,03050107
29355,03050108
29356,03050105
29360,03050109
29364,03050106
29365,03050107
29368,03050105
29369,03050107
29370,03050109
29372,03050105
29373,03050105
29374,03050107
29375,03050107
29376,03050107
29377,03050107
29378,03050107
29379,03050107
29384,03050109
29385,03050107
29388,03050107
29401,03050201
29403,03050201
29404,03050201
29405,03050201
29406,03050201
29407,03050201
29409,03050201
29410,03050201
29412,03050201
29414,03050202
29418,03050201
29420,03050201
29424,03050201
29425,03050201
29426,03050206
29429,03050209
29431,03050201
29432,03050206
29434,03050201
29435,03050206
29436,03050201
29437,03050205
29438,03050206
29439,03050202
29440,03040207
29445,03050201
29446,03050207
29448,03050205
29449,03050206
29450,03050201
29451,03050209
29452,03050207
29453,03050112
29455,03050202
29456,03050201
29458,03050112
29461,03050201
29464,03050201
29466,03050201
29468,03050112
29469,03050201
29470,03050202
29471,03050206
29472,03050201
29474,03050207
29475,03050207
29477,03050206
29479,03050112
