lake,state
Nazanne Lake,Washington
Negro Lake,Washington
Nels Johnson Lakes,Washington
Nels Lake,Washington
Nelson Lake,Washington
Neori Lake,Washington
Neves Lake,Washington
Newaukum Lake,Washington
Newbill Lake,Washington
Nile Lake,Washington
Nimue Lake,Washington
Nine Hour Lake,Washington
Nisqually Lake,Washington
No Dice Lake,Washington
No Name Lake,Washington
Noname Lake,Washington
Nordrum Lake,Washington
North End Reservoir,Washington
North Furman Lake,Washington
North Hill Reservoir,Washington
North Lake,Washington
North Skookum Lake,Washington
North Teal Lake,Washington
North Twin Lake,Washington
Northwestern Lake (historical),Washington
Nugget Lakes,Washington
Nunnally Lake,Washington
Oak Lake,Washington
Oak Patch Lake,Washington
O'Brians Lake,Washington
O'Brien Lake,Washington
Offutt Lake,Washington
Ohop Lake,Washington
Olallie Lake,Washington
Old Fort Lake,Washington
Old Hatchery Lake,Washington
Oleys Lake,Washington
Oliver Lake,Washington
Olney Lake,Washington
Olson Lake,Washington
Omak Lake,Washington
O'Neil Lake,Washington
Opal Lake,Washington
Orting Lake,Washington
Osborn Bay Lake,Washington
Osoyoos Lake,Washington
O'Toole Lake,Washington
Otter Lake,Washington
Overcoat Lake,Washington
Owens Lake,Washington
Owhi Lake,Washington
Owhigh Lakes,Washington
Ozette Lake,Washington
Pacific Lake,Washington
Packwood Lake,Washington
Page Pond,Washington
Palm Lake,Washington
Palmer Lake,Washington
Panhandle Lake,Washington
Panorama Lake,Washington
Panther Lake,Washington
Paradise Lake,Washington
Paradise Lakes,Washington
Park Lake,Washington
Park Lakes,Washington
Parker Lake,Washington
Pass Lake,Washington
Patterson Lake,Washington
Pattison Lake,Washington
Pauls Lake,Washington
Peach Lake,Washington
Pear Lake,Washington
Pearrygin Lake,Washington
Peek-a-boo Lake,Washington
Peepsight Lake,Washington
Peery Lake,Washington
Peggys Pond,Washington
Penny Lake,Washington
Penoyer Lake,Washington
Pentland Lake,Washington
Pepoon Lake,Washington
Perch Lake,Washington
Perfection Lake,Washington
Perkins Lake,Washington
Perry Dam Number Two,Washington
Perry Lake,Washington
Pete Lake,Washington
Peterson Lake,Washington
Peterson Pond,Washington
Peterson Swamp,Washington
Petes Camp Lake,Washington
Phalon Lake,Washington
Phantom Lake,Washington
Pheasant Lake,Washington
Philleo Lake,Washington
Phillips Lake,Washington
Pierre Lake,Washington
Pillar Lake,Washington
Pine Lake,Washington
Pine Lakes,Washington
Pinnacle Lake,Washington
Pipe Lake,Washington
Pit Lakes,Washington
Pitman Lake,Washington
Pittman Lake,Washington
Placer Lake,Washington
Placid Lake,Washington
Plummer Lake,Washington
Pocket Lake,Washington
Poison Lake,Washington
Pond Number Six,Washington
Ponderosa Lake,Washington
Pope Lake,Washington
Post Office Lake,Washington
Pothole Lake,Washington
Potholes Reservoir,Washington
Potter Lake,Washington
Power Lake,Washington
Powerline Reservoir,Washington
Prairie Mountain Lakes,Washington
Pratt Lake,Washington
Price Lake,Washington
Price Reservoir,Washington
Prickett Lake,Washington
Proctor Lake,Washington
Profitts Pond,Washington
Ptarmigan Lake,Washington
Ptarmigan Lakes,Washington
Purvis Lake,Washington
Putters Lake,Washington
Quartz Lake,Washington
Queen Lucas Lake,Washington
Quigley Lake,Washington
Quincy Lake,Washington
Quinn Lake,Washington
Quinns Meadows,Washington
Racetrack Lake,Washington
Rachel Lake,Washington
Rachor Lake,Washington
Rainbow Lake,Washington
Rainy Lake,Washington
Ramon Lakes,Washington
Rampart Lake,Washington
Rampart Lakes,Washington
Rapjohn Lake,Washington
Rasmussen Lake,Washington
Rat Lake,Washington
Rattlesnake Lake,Washington
Ravensdale Lake,Washington
Razor Lake,Washington
Rebecca Lake,Washington
Red Alkali Lake,Washington
Red Lake,Washington
Reed Lake,Washington
Reeder Lake,Washington
Reflection Lake,Washington
Reflection Lakes,Washington
Reichel Lake,Washington
Reilys Lake,Washington
Remmel Lake,Washington
Renner Lake,Washington
Reservoir Number Four,Washington
Reservoir Number Three,Washington
Resort Creek Pond,Washington
Retreat Lake,Washington
Rhode Lake,Washington
Rice Lake,Washington
Rickard Lake,Washington
Ridley Lake,Washington
Riffe Lake,Washington
Rigley Lake,Washington
Riley Lake,Washington
Rimrock Lake,Washington
Ring Lake,Washington
Ringold Pond,Washington
Ringwood Lake,Washington
Rivord Lake,Washington
Robbins Lake,Washington
Roberts Lake,Washington
Robin Lakes,Washington
Robison Pond,Washington
Roche Harbor Lake,Washington
Rock Lake,Washington
Rock Lakes,Washington
Rock Rabbit Lakes,Washington
Rocky Lake,Washington
Roger Lake,Washington
Root Lake,Washington
Rose Lake,Washington
Roses Lake,Washington
Ross Lake,Washington
Rotary Lake,Washington
Round Lake,Washington
Rowel Lake,Washington
Royal Lake,Washington
Ruby Lake,Washington
Rudd Lake,Washington
Ruggs Lake,Washington
Rustin Hole Lake,Washington
Ryan Lake,Washington
Sacheen Lake,Washington
Saddle Lake,Washington
Saddle Mountain Lake,Washington
Sage Lakes,Washington
Saint Andrews Lake,Washington
Saint Helens Lake,Washington
Saint Michael Lake,Washington
Salmon Creek Pond,Washington
Sand Lake,Washington
Sandy Shore Lake,Washington
Sanger Lake,Washington
Sanpoil Lake,Washington
Saucer Lake,Washington
Sauk Lake,Washington
Sawmill Lake,Washington
Scanlon Lake,Washington
Scatter Lake,Washington
Schaefer Lake,Washington
Schalow Pond,Washington
Scheelite Lake,Washington
Scooteney Reservoir,Washington
Scotchman Lake,Washington
Scott Lake,Washington
Scout Lake,Washington
Scriber Lake,Washington
Seafield Lake,Washington
Search Lake,Washington
Sears Lake,Washington
Sequalitchew Lake,Washington
Setchfield Lake,Washington
Shadow Lake,Washington
Shady Lake,Washington
Shamrock Lake,Washington
Shannon Marsh,Washington
Shaver Lake,Washington
Shaw Lake,Washington
Shearer Lake,Washington
Sheehan Lake,Washington
Sheep Lake,Washington
Sheepherder Lake,Washington
Shelf Lake,Washington
Shellberg Lake,Washington
Shelley Lake,Washington
Shellrock Lake,Washington
Shelokum Lake,Washington
Sherman Lake (historical),Washington
Sherry Lake,Washington
Shield Lake,Washington
Shiner Lake,Washington
Shoe Lake,Washington
Shovel Lake,Washington
Shriner Lake,Washington
Shuksan Lake,Washington
Shull Lake,Washington
Sidley Lake,Washington
Siegels Slough,Washington
Sikes Lake,Washington
Silent Lake,Washington
Silent Lakes,Washington
Silver Lake,Washington
Silver Nail Lake,Washington
Silver Spring,Washington
Simmons Lake,Washington
Simonson Pond,Washington
Simpson Lake,Washington
Sims Corner Reservoir,Washington
Sims Lake,Washington
Sinkhole Lake,Washington
Sixteen Lake,Washington
Skating Lake,Washington
Skookumchuck Reservoir,Washington
Skyline Lake,Washington
Skymo Lake,Washington
Slate Lake,Washington
Slaughterhouse Lake,Washington
Slide Lake,Washington
Slim Lake,Washington
SMC Lake,Washington
Smelling Lake,Washington
Smith Lake,Washington
Snake Lake,Washington
Snoqualmie Lake,Washington
Snoqualmie Lake Potholes,Washington
Snow Lake,Washington
Snow Lakes,Washington
Snowking Lake,Washington
Snyder Lake,Washington
Soap Lake,Washington
Soda Lake,Washington
Soda Peaks Lake,Washington
Sol Duc Lake,Washington
Soup Hole,Washington
Sourdough Lake,Washington
South Cascade Lake,Washington
South Fork Tolt Reservoir,Washington
South Furman Lake,Washington
South Lake,Washington
South Skookum Lake,Washington
South Teal Lake,Washington
South Twin Lake,Washington
South Willow Lake,Washington
Southwick Lake,Washington
Sowers Reservoir,Washington
Spada Lake,Washington
Spade Lake,Washington
Spanaway Lake,Washington
Spark Plug Lake,Washington
Spaulding Lake,Washington
Spearfish Lake,Washington
Spectacle Lake,Washington
Spencer Lake,Washington
Spider Lake,Washington
Spiegelberg Lake,Washington
Spirit Lake,Washington
Sportsman Pond,Washington
Sprague Lake,Washington
Spring Hill Reservoir,Washington
Spring Lake,Washington
Springer Lake,Washington
Springsteen Lake,Washington
Sprite Lake,Washington
Squalicum Lake,Washington
Square Lake,Washington
Squaw Lake,Washington
Squires Lake,Washington
Stallard Lake,Washington
Stan Coffin Lake,Washington
Stansberry Lake,Washington
Star Lake,Washington
Starvation Lake,Washington
Starzman Lake,Washington
Steamboat Lake,Washington
Steel Lake,Washington
Steffen Brothers Reservoir,Washington
Steigerwald Lake,Washington
Steilacoom Lake,Washington
Stemilt Project Reservoir,Washington
Stetson Lake,Washington
Stevens Lake,Washington
Stewart Lake,Washington
Stickney Lake,Washington
Stidham Lake,Washington
Stink Lake,Washington
Stinking Lake,Washington
Stirrup Lake,Washington
Stitch Lake,Washington
Stoner Lake,Washington
Storm Lake,Washington
Stout Lake,Washington
Stout Reservoir,Washington
Strangers Lake,Washington
Strawberry Lake,Washington
Stubblefield Lake,Washington
Stump Lake,Washington
Sullivan Lake,Washington
Sullivan Pond,Washington
Sulphide Lake,Washington
Sulphur Lake,Washington
Sulphur Mountain Lake,Washington
Summit Chief Lake,Washington
Summit Lake,Washington
Sunday Lake,Washington
Sunrise Lake,Washington
Sunset Lake,Washington
Sunset Pond,Washington
Sunwood Lake,Washington
Surge Pond,Washington
Surprise Lake,Washington
Surveyors Lake,Washington
"Susan Jane, Lake",Washington
Susan Lake,Washington
Sutton Lake,Washington
Swallow Lakes,Washington
Swamp Lake,Washington
Swan Lake,Washington
Swanee Lake,Washington
Swans Mill Pond,Washington
Swanson Lakes,Washington
Swartz Lake,Washington
Swenson Lake,Washington
Swift Reservoir,Washington
Swimming Deer Lake,Washington
Swofford Pond,Washington
Sylvan Lake,Washington
Sylvia Lake,Washington
T Lake,Washington
Table Lake,Washington
Tadpole Lake,Washington
Tag Ear Lake,Washington
Tahl Lake,Washington
Tahuya Lake,Washington
Takhlakh Lake,Washington
Talapus Lake,Washington
Talkire Lake,Washington
Talus Lake,Washington
Taneum Lake,Washington
Tank Lakes,Washington
Tanner Lake,Washington
Tanwax Lake,Washington
Tape Lake,Washington
Tapto Lakes,Washington
Tarboo Lake,Washington
Tatoosh Lakes,Washington
Tavares Lake,Washington
Teal Duck Slough,Washington
Teal Lake,Washington
Tee Lake,Washington
Temple Lake,Washington
Tempo Lake,Washington
Ten Lake,Washington
Tenas Lake,Washington
Tennant Lake,Washington
Terrace Lakes,Washington
Texas Lake,Washington
The Lagoon,Washington
The Salt Lakes,Washington
Theseus Lake,Washington
"Thirty-Two, Lake",Washington
Thomas Lake,Washington
Thompson Lake,Washington
Thornton Lake,Washington
Thornton Lakes,Washington
Thorp Lake,Washington
Three Corner Lake,Washington
Three Horse Lake,Washington
Three Lakes,Washington
Thunder Lake,Washington
Tiffany Lake,Washington
Tiger Lake,Washington
Tiger Slough,Washington
Tinker Lake,Washington
Tjossem Pond,Washington
Toad Lake,Washington
Todd Lake,Washington
Toketie Lake,Washington
Tomtit Lake,Washington
Tomyhoi Lake,Washington
Top Lake,Washington
Totem Lake,Washington
Tradedollar Lake,Washington
Tradition Lake,Washington
Trafton Lake,Washington
Trail Lake,Washington
Trails End Lake,Washington
Tranquil Lake,Washington
Trap Lake,Washington
Trapper Lake,Washington
Trask Lake,Washington
Trestle Swamp,Washington
Trico Lake,Washington
Trosper Lake,Washington
Trout Lake,Washington
Tsuga Lakes,Washington
Tsugawa Brothers Reservoir,Washington
Tuck Lake,Washington
Tucker Lake,Washington
Tucquala Lake,Washington
Tule Bill Lake,Washington
Tule Lake,Washington
Tule Pond,Washington
Tungsten Lake,Washington
Turnbull Slough,Washington
Turner Lake,Washington
Turquoise Lake,Washington
Turtle Lake,Washington
Tuscohatchie Lake,Washington
Twelvemile Lake,Washington
Twentyeight Mile Lake,Washington
Twentyseven Lake,Washington
Twin Lakes,Washington
Twin Sisters Lakes,Washington
Two Lakes,Washington
Two Little Lakes,Washington
Tye Lake,Washington
U Lake,Washington
Union River Reservoir,Washington
Upper Cathedral Lake,Washington
Upper Eagle Lake,Washington
Upper Falls Lake,Washington
Upper Fox Lake,Washington
Upper Garfield Mountain Lake,Washington
Upper Goose Lake,Washington
Upper Granite Lake,Washington
Upper Jordan Lake,Washington
Upper Lake Blethen,Washington
Upper Lead King Lake,Washington
Upper Lena Lake,Washington
Upper Loch Katrine,Washington
Upper Snowy Lake,Washington
Upper Wheeler Reservoir,Washington
Upper Wildcat Lake,Washington
Vances Lake,Washington
Vancouver Lake,Washington
Vanson Lake,Washington
Varden Lake,Washington
Venus Lake,Washington
View Lake,Washington
Virginia Lake,Washington
Vogler Lake,Washington
Volunteer Park Reservoir,Washington
Waddell Lake,Washington
Wagner Lake,Washington
Waitts Lake,Washington
Walker Lake,Washington
Wall Lake,Washington
Wallace Lake,Washington
Walsh Lake,Washington
Walter Lake,Washington
Walupt Lake,Washington
Wandermere Lake,Washington
Wannacut Lake,Washington
Wapato Lake,Washington
Waptus Lake,Washington
Ward Lake,Washington
Washburn Lake,Washington
Washtucna Lake,Washington
Watch Lake,Washington
Waterville Sewage Disposal Pond,Washington
Watson Lake,Washington
Watson Lakes,Washington
Waughop Lake,Washington
Wauna Lake,Washington
Weallup Lake,Washington
Webley Lake,Washington
Webster Lake,Washington
Wederspahn Lake,Washington
Weeden Lake,Washington
Welcome Lake,Washington
Wenas Lake,Washington
Wenatchee Heights Reservoir Number One,Washington
Wenatchee Heights Reservoir Number Two,Washington
Wenner Lakes Number Three,Washington
Wenner Lakes Number Two,Washington
Wentworth Lake,Washington
West Blackhorse Lake,Washington
West Medical Lake,Washington
West Oval Lake,Washington
West Seattle Reservoir,Washington
Whale Lake,Washington
"Whatcom, Lake",Washington
Whistle Lake,Washington
White Lake,Washington
White Lakes,Washington
White Mud Lake,Washington
White Reservoir,Washington
White Rock Lakes,Washington
Whitestone Lake,Washington
Whittaker Lake,Washington
Wicks Lake,Washington
Widgeon Lake,Washington
Wildberry Lake,Washington
Wildcat Lake,Washington
Wildcat Pond,Washington
Wilderness Lake,Washington
Wiley Lake,Washington
Willame Lake,Washington
Willey Lake,Washington
Williams Lake,Washington
Willow Lake,Washington
Wills Lake,Washington
Willy-O Lake,Washington
Wilson Lake,Washington
Winchester Wasteway,Washington
Windmill Lake,Washington
Windy Lake,Washington
Wing Lake,Washington
Winn Lake,Washington
Winn Lakes,Washington
Winslow Lake,Washington
Winslow Pool,Washington
Winters Lake,Washington
Wiser Lake,Washington
Wobbly Lake,Washington
Wolf Lake,Washington
Wood Lake,Washington
Wood Reservoir,Washington
Woods Lake,Washington
Woods Reservoir,Washington
Worth Lake,Washington
Wright Ponds-West Pond,Washington
Wye Lake,Washington
Wynoochee Lake,Washington
Yacolt Reservoir,Washington
Yahoo Lake,Washington
Yale Lake,Washington
Yang Yang Lakes,Washington
Yellow Lake,Washington
Yocum Lake,Washington
Zig Zag Lake,Washington
Zimmerman Pond,Washington
Zyistra Lake,Washington
Barrackville Number 41 Lake,West Virginia
Beech Fork Lake,West Virginia
Blue Jay Lake,West Virginia
Bluestone Lake,West Virginia
Brandywine Lake,West Virginia
Buffalo Creek Reservoir,West Virginia
Buffalo Lake,West Virginia
Cacapon Lake,West Virginia
Cheat Lake,West Virginia
Chesterfield Mine Siltation Pond,West Virginia
Chippewa Lake,West Virginia
Christian Fork Lake,West Virginia
Consol Number Nine Water Supply Lake,West Virginia
Crystal Lake,West Virginia
Culloden Lake,West Virginia
Deegan Lake,West Virginia
Dickinson Lake,West Virginia
Dogwood Lake,West Virginia
Dry Fork Lake,West Virginia
Eastern Gas and Fuel Lake,West Virginia
Fairfax Pond,West Virginia
Flat Top Lake,West Virginia
Forest City Lake,West Virginia
Glade Creek Reservoir,West Virginia
Goodfellows Park Lake,West Virginia
Grapevine Branch Refuse Bank Lake,West Virginia
Green Lakes,West Virginia
Horse Creek Lake,West Virginia
Horton Lake,West Virginia
Humphrey Slurry Pond,West Virginia
Hutchison Lake,West Virginia
I-64 Lake,West Virginia
Jacksons Mill Lake,West Virginia
Keith Fork Lake,West Virginia
Kera Lakes,West Virginia
Keyser Reservoir,West Virginia
Kopperston Number Four Slurry Pond,West Virginia
