HUC8,HUC4,region
17010106,1701,NW
17010107,1701,NW
17010108,1701,NW
17010109,1701,NW
17010110,1701,NW
17010201,1701,NW
17010202,1701,NW
17010203,1701,NW
17010204,1701,NW
17010205,1701,NW
17010206,1701,NW
17010207,1701,NW
17010208,1701,NW
17010209,1701,NW
17010210,1701,NW
17010211,1701,NW
17010212,1701,NW
17010213,1701,NW
17010214,1701,NW
17010215,1701,NW
17010216,1701,NW
17010301,1701,NW
17010302,1701,NW
17010303,1701,NW
17010304,1701,NW
17010305,1701,NW
17010306,1701,NW
17010307,1701,NW
17010308,1701,NW
17020001,1702,
17020002,1702,
17020003,1702,
17020004,1702,
17020005,1702,
17020006,1702,
17020007,1702,
17020008,1702,
17020009,1702,
17020010,1702,
17020011,1702,
17020012,1702,
17020013,1702,
17020014,1702,
17020015,1702,
17020016,1702,
17020017,1702,
17020018,1702,
17020019,1702,
17020020,1702,
17020021,1702,
17030001,1703,
17030002,1703,
17030003,1703,
17040101,1704,
17040102,1704,
17040103,1704,
17040104,1704,
17040105,1704,
17040201,1704,
17040202,1704,
17040203,1704,
17040204,1704,
17040205,1704,
17040206,1704,
17040207,1704,
17040208,1704,
17040209,1704,
17040210,1704,
17040211,1704,
17040212,1704,
17040213,1704,
17040214,1704,
17040215,1704,
17040216,1704,
17040217,1704,
17040218,1704,
17040219,1704,
17040220,1704,
17040221,1704,
17050101,1705,
17050102,1705,
17050103,1705,
17050104,1705,
17050105,1705,
17050106,1705,
17050107,1705,
17050108,1705,
17050109,1705,
17050110,1705,
17050111,1705,
17050112,1705,
17050113,1705,
17050114,1705,
17050115,1705,
17050116,1705,
17050117,1705,
17050118,1705,
17050119,1705,
17050120,1705,
17050121,1705,
17050122,1705,
17050123,1705,
17050124,1705,
17050201,1705,
17050202,1705,
17050203,1705,
17060101,1706,
17060102,1706,
17060103,1706,
17060104,1706,
17060105,1706,
17060106,1706,
17060107,1706,
17060108,1706,
17060109,1706,
17060110,1706,
17060201,1706,
17060202,1706,
17060203,1706,
17060204,1706,
17060205,1706,
17060206,1706,
17060207,1706,
17060208,1706,
17060209,1706,
17060210,1706,
17060301,1706,
17060302,1706,
17060303,1706,
17060304,1706,
17060305,1706,
17060306,1706,
17060307,1706,
17060308,1706,
17070101,1707,NW
17070102,1707,NW
17070103,1707,NW
17070104,1707,NW
17070105,1707,NW
17070106,1707,NW
17070201,1707,NW
17070202,1707,NW
17070203,1707,NW
17070204,1707,NW
17070301,1707,NW
17070302,1707,NW
17070303,1707,NW
17070304,1707,NW
17070305,1707,NW
17070306,1707,NW
17070307,1707,NW
17080001,1708,NW
17080002,1708,NW
17080003,1708,NW
17080004,1708,NW
17080005,1708,NW
17080006,1708,NW
17090001,1709,NW
17090002,1709,NW
17090003,1709,NW
17090004,1709,NW
17090005,1709,NW
17090006,1709,NW
17090007,1709,NW
17090008,1709,NW
17090009,1709,NW
17090010,1709,NW
17090011,1709,NW
17090012,1709,NW
17100101,1710,NW
17100102,1710,NW
17100103,1710,NW
17100104,1710,NW
17100105,1710,NW
17100106,1710,NW
17100201,1710,NW
17100202,1710,NW
17100203,1710,NW
17100204,1710,NW
17100205,1710,NW
17100206,1710,NW
17100207,1710,NW
17100301,1710,NW
17100302,1710,NW
17100303,1710,NW
17100304,1710,NW
17100305,1710,NW
17100306,1710,NW
17100307,1710,NW
17100308,1710,NW
17100309,1710,NW
17100310,1710,NW
17100311,1710,NW
17100312,1710,NW
17110001,1711,
17110002,1711,
17110003,1711,
17110004,1711,
17110005,1711,
17110006,1711,
17110007,1711,
17110008,1711,
17110009,1711,
17110010,1711,
17110011,1711,
17110012,1711,
17110013,1711,
17110014,1711,
17110015,1711,
17110016,1711,
17110017,1711,
17110018,1711,
17110019,1711,
17110020,1711,
17110021,1711,
17120001,1712,
17120002,1712,
17120003,1712,
17120004,1712,
17120005,1712,
17120006,1712,
17120007,1712,
17120008,1712,
17120009,1712,
18010101,1801,NW
18010102,1801,NW
18010103,1801,NW
18010104,1801,NW
18010105,1801,NW
18010106,1801,NW
18010107,1801,NW
18010108,1801,NW
18010109,1801,NW
18010110,1801,NW
18010201,1801,NW
18010202,1801,NW
18010203,1801,NW
18010204,1801,NW
18010205,1801,NW
18010206,1801,NW
18010207,1801,NW
18010208,1801,NW
18010209,1801,NW
18010210,1801,NW
18010211,1801,NW
18010212,1801,NW
18020001,1802,
18020002,1802,
18020003,1802,
18020004,1802,
18020005,1802,
18020104,1802,
18020111,1802,
18020115,1802,
18020116,1802,
18020121,1802,
18020122,1802,
18020123,1802,
18020125,1802,
18020126,1802,
18020128,1802,
18020129,1802,
18020151,1802,
18020152,1802,
18020153,1802,
18020154,1802,
18020155,1802,
18020156,1802,
18020157,1802,
18020158,1802,
18020159,1802,
18020161,1802,
18020162,1802,
18020163,1802,
18030001,1803,
18030002,1803,
18030003,1803,
18030004,1803,
18030005,1803,
18030006,1803,
18030007,1803,
18030009,1803,
18030010,1803,
18030012,1803,
18040001,1804,
18040002,1804,
18040003,1804,
18040006,1804,
18040007,1804,
18040008,1804,
18040009,1804,
18040010,1804,
18040011,1804,
18040012,1804,
18040013,1804,
18040014,1804,
18040051,1804,
18050001,1805,
18050002,1805,
18050003,1805,
18050004,1805,
18050005,1805,
18050006,1805,
18060002,1806,
18060003,1806,
18060004,1806,
18060005,1806,
18060006,1806,
18060007,1806,
18060008,1806,
18060009,1806,
18060010,1806,
18060013,1806,
18060014,1806,
18060015,1806,
18070101,1807,
18070102,1807,
18070103,1807,
18070104,1807,
18070105,1807,
18070106,1807,
18070107,1807,
18070201,1807,
18070202,1807,
18070203,1807,
18070204,1807,
18070301,1807,
18070302,1807,
18070303,1807,
18070304,1807,
18070305,1807,
18080001,1808,
18080002,1808,
18080003,1808,
18090101,1809,
18090102,1809,
18090103,1809,
18090201,1809,
18090202,1809,
18090203,1809,
18090204,1809,
18090205,1809,
18090206,1809,
18090207,1809,
18090208,1809,
18100100,1810,
18100201,1810,
18100202,1810,
18100203,1810,
18100204,1810,
