NAME,lake,st2,lat,lon,area
"",Green Bay,WI,45.018222,-87.523162,
"",Lake Michigan,WI,43.649827,-87.15934,
"",Lake Superior,WI,47.07238,-90.99443,
Kenosha,Lake Shangrila,WI,42.5031328623345,-88.0697640875202,0.752625536012091
Kenosha,Cross Lake,WI,42.4969504699053,-88.0871436157871,0.357049262073489
Kenosha,Rock Lake,WI,42.5015980826385,-88.115514788871,0.203934611939648
Kenosha,Peat Lake,WI,42.4985988692364,-88.1583718165381,0.170462864292519
Vilas,Oxbow Lake,WI,46.2408631998607,-89.6828971002567,2.11241117016323
Vilas,Brown Beaver Lake,WI,46.268507939329,-89.7830866780789,0.0699398050057129
Vilas,Cathaline Lake,WI,46.2500278194467,-89.7908487184841,0.145060578467061
Vilas,Crampton Lake,WI,46.2096565565775,-89.4736765739063,0.268034812912981
Iron,Spinnet Lake,WI,46.2928155831668,-89.9745847485426,0.0646094136798396
Iron,Hewitt Lake,WI,46.3005755468664,-89.9766806800195,0.317971950515668
Florence,Hemlock Lake,WI,45.9550739437013,-88.5466592779515,0.0384575393614103
Vilas,Etna Lake,WI,46.2970136111697,-89.9287859989921,0.0627855253564123
Vilas,Crawford Lake,WI,46.2561128172983,-89.7884769360393,0.107293409323224
Vilas,Gilbert Lake,WI,46.2065706024154,-89.4619583841323,0.0313792301263766
Vilas,Minonk Lake,WI,46.250539712938,-89.7712609849532,0.404193283577273
Vilas,Murphy Lake,WI,46.2643838144626,-89.7738109436182,0.341199667612041
Iron,Wallace Lake,WI,46.1875175672314,-89.9997048266965,0.0294245053500194
Vilas,Findler Lake,WI,46.2603468199202,-89.9080323952192,0.0449792413442668
Iron,Oriole Lake,WI,46.2498643434209,-89.9309203153649,0.0951947420260145
Iron,Camp Twelve Lake,WI,46.2738403196438,-89.9631055119855,0.0722772748954847
Iron,Plantation Lake,WI,46.2094707924818,-90.0079638060801,0.00194306834206677
Iron,Hill Lake,WI,46.2759474315693,-89.9752532612358,0.0840714086943087
Iron,Pardee Lake,WI,46.2790660817881,-89.9316372146975,0.836003601802369
Iron,Viola Lake,WI,46.2193343784323,-90.0367820819032,0.0300390498647485
Vilas,Mamie Lake,WI,46.1908038671847,-89.3929134561377,1.44460424843362
Iron,Dumbbell Lake,WI,46.290145712328,-89.9303650202986,0.050855868530795
Vilas,Fox Lake,WI,46.2827729462131,-89.9129301087759,0.0667134017418694
Vilas,Gretchen Lake,WI,46.2929949117732,-89.9126420709512,0.0812552000599952
Vilas,Harvey Lake,WI,46.2398556283891,-89.9054887560696,0.0520481710289842
Vilas,Lake Adelaide,WI,46.2474231969967,-89.8996104086461,0.234492047385642
Vilas,Lake Franchian,WI,46.2900878663425,-89.9094477659407,0.0397029536576962
Vilas,No Man's Lake,WI,46.2835225008256,-89.8978882295236,0.938134529527322
Vilas,Rena Lake,WI,46.2913270643629,-89.899338324655,0.0455188238423573
Vilas,Lonewood Lake,WI,46.1765290661791,-89.2974713288156,0.0584404702636442
Vilas,Geneveive Lake,WI,46.2543521521443,-89.8483963989771,0.0611016565152682
Vilas,Nell Lake,WI,46.2577783415865,-89.853087527157,0.0995842401486135
Florence,Baird Lake,WI,45.9446736846206,-88.1824858656705,0.00858547626830539
Florence,Wisconsin Slough,WI,45.9837656370771,-88.6169562627188,0.0603365870596542
Forest,Kaine Lake,WI,46.0395858768011,-88.9030038428347,0.182869164804603
Vilas,Gateway Lake,WI,46.1577378210674,-89.2072097424139,0.0174811861339073
Iron,Clear Lake,WI,46.2435297429722,-90.0170398254442,0.263520954097906
Iron,American Lake,WI,46.2723034380205,-90.0191383744342,0.0404425271081422
Vilas,Eleanore Lake,WI,46.1491324635157,-89.1582887647084,0.113448042027752
Vilas,Tenderfoot Lake,WI,46.2179826801425,-89.5294082630557,1.86233270997145
Iron,Payment Lake,WI,46.1891994228113,-90.0089727263122,0.26294336357684
Iron,Saxon Falls Flowage,WI,46.5392081193158,-90.364648481393,0.300617453153984
Iron,Geyser Lake,WI,46.1888511900618,-90.0231684280044,0.00745713828879039
Marinette,Little Quinnesec Falls Flowage,WI,45.7883210170531,-88.0064741251556,1.43945800424167
Marinette,Anderson Spur Creek,WI,45.7780714944021,-88.0517931255166,0.06241894299983
Marinette,Big Quinnesec Falls Flowage,WI,45.7831018527703,-88.0448991052769,0.410695270643063
Vilas,Little Presque Isle Lake,WI,46.2354043599884,-89.6054612285004,0.367759982299355
