st2,GEOID,NAME,lakename,lat,lon
GU,66010,Guam,Adelup Reservoir,13.47043985,144.73215916
GU,66010,Guam,Fena Valley Reservoir,13.35481002,144.70138473
GU,66010,Guam,Nimitz Hill Reservoir,13.44961325,144.71380467
